data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-05-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,222,8,230,1318,1548,-61,8,1197,370,3115,50295,35241,,
2020-05-12T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,47,1,48,92,140,-2,1,220,27,387,19100,18608,,
2020-05-12T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,56,7,63,374,437,-10,0,1845,290,2572,50381,22731,,
2020-05-12T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,65,1,66,502,568,0,4,477,93,1138,48420,46593,,
2020-05-12T17:00:00,ITA,15,Campania,40.83956555,14.25084984,414,20,434,1443,1877,-32,13,2345,393,4615,121253,55406,,
2020-05-12T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,1384,136,1520,5281,6801,-239,53,16243,3885,26929,239178,153074,,
2020-05-12T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,96,2,98,703,801,-29,10,2034,313,3148,93051,58395,,
2020-05-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1258,84,1342,2931,4273,-21,22,2373,566,7212,185085,147010,,
2020-05-12T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,447,35,482,2297,2779,-65,31,4783,1301,8863,70159,42200,,
2020-05-12T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5222,322,5544,25131,30675,264,1033,37113,15116,82904,513244,305152,dc-IT-0026,dc-EN-0026
2020-05-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,230,24,254,2954,3208,-19,25,2391,969,6568,79414,51176,,
2020-05-12T17:00:00,ITA,14,Molise,41.55774754,14.65916051,13,1,14,212,226,-3,3,138,22,386,9981,9582,,
2020-05-12T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1900,136,2036,11148,13184,-154,113,12277,3428,28889,218071,149386,,
2020-05-12T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,334,31,365,2056,2421,-123,10,1460,456,4337,81492,57060,,
2020-05-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,77,11,88,418,506,-5,1,718,120,1344,35476,31351,,
2020-05-12T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,234,15,249,1662,1911,-151,4,1171,261,3343,105017,94034,,
2020-05-12T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,307,72,379,3462,3841,-232,15,5002,959,9802,184851,136285,,
2020-05-12T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,80,9,89,578,667,-68,6,3191,445,4303,55334,33082,,
2020-05-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,41,4,45,64,109,1,7,1239,71,1419,49249,34207,,
2020-05-12T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,45,0,45,59,104,-3,2,916,140,1160,10415,7956,,
2020-05-12T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,393,33,426,4764,5190,-270,41,11906,1686,18782,454189,253374,,
