data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-03-23T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,228,52,280,325,605,66,76,20,38,663,3674,,,
2020-03-23T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,15,12,27,62,89,8,9,0,1,90,696,,,
2020-03-23T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,145,33,178,510,688,40,46,7,29,724,6084,,,
2020-03-23T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,82,20,102,178,280,20,19,5,7,292,4073,,,
2020-03-23T17:00:00,ITA,15,Campania,40.83956555,14.25084984,266,110,376,553,929,63,90,48,49,1026,5813,,,
2020-03-23T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,2846,276,3122,4098,7220,830,980,423,892,8535,31200,,,
2020-03-23T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,185,41,226,545,771,33,56,105,54,930,7424,,,
2020-03-23T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,718,96,814,600,1414,142,157,63,63,1540,18371,,,
2020-03-23T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,761,133,894,659,1553,202,259,159,212,1924,5538,,,
2020-03-23T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,9266,1183,10449,8461,18910,1025,1555,6075,3776,28761,73242,,,
2020-03-23T17:00:00,ITA,11,Marche,43.61675973,13.5188753,882,148,1030,1328,2358,127,148,8,203,2569,6782,,,
2020-03-23T17:00:00,ITA,14,Molise,41.55774754,14.65916051,25,7,32,18,50,-2,1,10,7,67,532,,,
2020-03-23T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2194,343,2537,1992,4529,402,441,17,315,4861,13560,,,
2020-03-23T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,285,45,330,532,862,114,120,7,37,906,6761,,,
2020-03-23T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,76,18,94,249,343,16,20,5,11,359,2568,,,
2020-03-23T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,250,60,310,371,681,85,91,27,13,721,6375,,,
2020-03-23T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,838,238,1076,1225,2301,157,184,51,109,2461,13851,,,
2020-03-23T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,249,46,295,619,914,29,69,68,41,1023,3150,,,
2020-03-23T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,106,42,148,408,556,56,56,5,16,577,3561,,,
2020-03-23T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,69,20,89,290,379,25,29,2,12,393,1098,,,
2020-03-23T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1206,281,1487,3499,4986,342,383,327,192,5505,61115,,,
