data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-05-21T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,175,5,180,1092,1272,-45,7,1549,391,3212,62161,42768,,
2020-05-21T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,15,1,16,44,60,-13,1,307,27,394,24537,23903,,
2020-05-21T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,50,5,55,195,250,-22,0,2046,291,2587,57104,25999,,
2020-05-21T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,47,1,48,278,326,-27,0,734,96,1156,59724,57465,,
2020-05-21T17:00:00,ITA,15,Campania,40.83956555,14.25084984,312,9,321,1052,1373,-69,9,2947,403,4723,155842,73912,,
2020-05-21T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,592,92,684,4242,4926,-172,53,18466,4025,27417,278917,174485,,
2020-05-21T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,72,2,74,504,578,-18,6,2314,323,3215,111541,68882,,
2020-05-21T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1110,68,1178,2459,3637,-149,25,3259,662,7558,222071,177749,,
2020-05-21T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,283,22,305,1770,2075,-103,55,5872,1397,9344,87011,50812,,
2020-05-21T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4119,226,4345,22370,26715,44,316,43649,15727,86091,622565,368046,,
2020-05-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,111,16,127,1705,1832,-142,12,3867,990,6689,91885,58667,,
2020-05-21T17:00:00,ITA,14,Molise,41.55774754,14.65916051,8,2,10,184,194,-4,1,207,22,423,12253,11819,,
2020-05-21T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1479,83,1562,7148,8710,-441,105,17538,3742,29990,271286,179877,,
2020-05-21T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,236,20,256,1583,1839,-63,6,2096,478,4413,97589,67562,,
2020-05-21T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,64,12,76,242,318,-13,1,911,127,1356,46795,40461,,
2020-05-21T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,107,11,118,1404,1522,-1,6,1627,268,3417,127348,112329,,
2020-05-21T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,169,41,210,1667,1877,-240,18,7119,1004,10000,218615,157388,,
2020-05-21T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,40,6,46,20,66,-60,10,3857,455,4378,73849,42954,,
2020-05-21T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,17,2,19,42,61,-5,2,1294,74,1429,60471,42720,,
2020-05-21T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,26,1,27,16,43,-3,1,990,143,1176,13261,10380,,
2020-05-21T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,237,15,252,3034,3286,-246,8,13911,1841,19038,548573,290682,,
