data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-04-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,346,54,400,1342,1742,18,40,206,212,2160,20594,,,
2020-04-12T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,61,12,73,204,277,-4,3,20,18,315,4355,,,
2020-04-12T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,183,45,228,1287,1515,246,141,378,205,2098,23246,,dc-IT-0002,dc-EN-0002
2020-04-12T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,165,14,179,616,795,3,8,62,66,923,18211,,,
2020-04-12T17:00:00,ITA,15,Campania,40.83956555,14.25084984,526,82,608,2449,3057,55,87,305,242,3604,35448,,,
2020-04-12T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,3491,335,3826,9846,13672,177,463,3862,2564,20098,96704,,,
2020-04-12T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,160,28,188,1138,1326,-56,38,910,195,2431,29988,,,
2020-04-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1268,201,1469,2348,3817,87,122,749,279,4845,68954,,,
2020-04-12T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1032,144,1176,2157,3333,0,118,1412,749,5494,21983,,,
2020-04-12T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11969,1176,13145,18120,31265,1007,1460,17166,10621,59052,205832,,,
2020-04-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,949,114,1063,2051,3114,-117,92,1489,700,5303,21057,,,
2020-04-12T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,4,31,171,202,9,11,40,15,257,2471,,,
2020-04-12T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3429,381,3810,8695,12505,335,652,2426,1729,16660,66555,,,
2020-04-12T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,609,71,680,1772,2452,50,85,277,260,2989,30973,,,
2020-04-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,109,26,135,768,903,15,22,137,73,1113,10663,,,
2020-04-12T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,552,53,605,1425,2030,29,52,223,163,2416,36098,,,
2020-04-12T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,983,238,1221,4941,6162,170,277,578,495,7235,78640,,,
2020-04-12T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,322,61,383,1699,2082,18,83,678,293,3053,17797,,,
2020-04-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,129,39,168,519,687,-36,10,580,52,1319,18672,,,
2020-04-12T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,109,16,125,463,588,-2,19,221,112,921,3510,,,
2020-04-12T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1428,249,1677,9052,10729,-20,309,2492,856,14077,198442,,,
