data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-03-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,218,49,267,272,539,45,58,15,33,587,3375,,,
2020-03-22T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,13,10,23,58,81,15,15,0,0,81,643,,,
2020-03-22T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,146,32,178,470,648,48,57,7,23,678,5718,,,
2020-03-22T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,77,17,94,166,260,35,38,5,8,273,3666,,,
2020-03-22T17:00:00,ITA,15,Campania,40.83956555,14.25084984,243,99,342,524,866,73,92,41,29,936,4943,,,
2020-03-22T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,2429,269,2698,3692,6390,729,850,349,816,7555,28022,,,
2020-03-22T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,163,47,210,528,738,72,84,89,47,874,6761,,,
2020-03-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,671,79,750,522,1272,186,193,58,53,1383,17845,,,
2020-03-22T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,736,132,868,483,1351,192,229,143,171,1665,4995,,,
2020-03-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,9439,1142,10581,7304,17885,515,1691,5865,3456,27206,70598,,,
2020-03-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,816,138,954,1277,2231,234,268,6,184,2421,6391,,,
2020-03-22T17:00:00,ITA,14,Molise,41.55774754,14.65916051,24,7,31,21,52,5,5,7,7,66,532,,,
2020-03-22T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2118,308,2426,1701,4127,621,668,10,283,4420,12701,,,
2020-03-22T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,252,37,289,459,748,106,111,7,31,786,6160,,,
2020-03-22T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,67,16,83,244,327,6,9,5,7,339,2402,,,
2020-03-22T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,220,55,275,321,596,138,140,26,8,630,5580,,,
2020-03-22T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,706,215,921,1223,2144,239,265,42,91,2277,13264,,,
2020-03-22T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,235,46,281,604,885,165,172,34,35,954,3050,,,
2020-03-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,97,35,132,368,500,53,59,5,16,521,3135,,,
2020-03-22T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,63,21,84,270,354,50,51,1,9,364,950,,,
2020-03-22T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1113,255,1368,3276,4644,430,505,309,169,5122,57671,,,
