data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-04-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,337,67,404,1087,1491,66,78,136,172,1799,14904,,,
2020-04-07T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,47,17,64,201,265,3,4,12,14,291,3160,,,
2020-04-07T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,325,64,389,912,1301,41,89,336,174,1811,17761,,,
2020-04-07T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,169,14,183,550,733,11,16,40,60,833,14072,,,
2020-04-07T17:00:00,ITA,15,Campania,40.83956555,14.25084984,603,103,706,2059,2765,67,90,167,216,3148,25779,,,
2020-04-07T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,3750,366,4116,8932,13048,-3,269,2597,2180,17825,75191,,,
2020-04-07T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,185,44,229,1150,1379,-17,50,610,164,2153,23536,,,
2020-04-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1229,192,1421,1944,3365,65,118,546,238,4149,48874,,,
2020-04-07T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1090,156,1246,1966,3212,95,208,925,620,4757,16579,,,
2020-04-07T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11833,1305,13138,15205,28343,-126,791,14498,9484,52325,159331,,,
2020-04-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,962,139,1101,2637,3738,32,96,342,630,4710,16619,,,
2020-04-07T17:00:00,ITA,14,Molise,41.55774754,14.65916051,35,5,40,145,185,-2,0,26,13,224,1581,,,
2020-04-07T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3553,432,3985,6719,10704,159,419,1320,1319,13343,44121,,,
2020-04-07T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,615,93,708,1429,2137,22,70,168,209,2514,23149,,,
2020-04-07T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,122,26,148,673,821,2,13,62,52,935,7680,,,
2020-04-07T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,562,73,635,1224,1859,44,51,113,125,2097,24857,,,
2020-04-07T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1087,263,1350,4077,5427,126,172,377,369,6173,56651,,,
2020-04-07T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,360,78,438,1452,1890,52,128,342,244,2476,12030,,,
2020-04-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,157,41,198,648,846,-26,10,368,49,1263,13274,,,
2020-04-07T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,118,17,135,458,593,26,30,142,100,835,2754,,,
2020-04-07T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1579,297,1876,8089,9965,243,337,1265,695,11925,153542,,,
