data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-12-26T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,429,36,465,11420,11885,18,34,21419,1167,,,34471,505748,266642,,4,,
2020-12-26T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,89,7,96,5864,5960,4,25,4271,241,,,10472,180627,116280,"N. 6 decessi sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,In corso ulteriore aggiornamento sul numero dei tamponi antigenici effettuati in Regione Basilicata.,
2020-12-26T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,263,18,281,8280,8561,32,237,13507,447,,,22515,429174,411213,,0,,
2020-12-26T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1431,98,1529,79034,80563,16,539,102580,2678,,,185821,1989495,1331879,,0,,
2020-12-26T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2630,214,2844,54443,57287,-1693,1756,100333,7424,,,165044,2502232,1208257,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 2 casi in quanto giudicati non casi COVID-19.,19,,
2020-12-26T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,587,56,643,11482,12125,41,224,33849,1549,,,47523,906413,334858,,5,,
2020-12-26T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2742,297,3039,73255,76294,220,1123,76983,3513,,,156790,2646199,2020174,,7,,
2020-12-26T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,672,66,738,4934,5672,3,34,50489,2844,,,59005,694040,318045,,2,,
2020-12-26T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3839,513,4352,55270,59622,912,1606,387049,24818,,,471489,4780837,2583057,,14,,
2020-12-26T17:00:00,ITA,11,Marche,43.61675973,13.5188753,412,64,476,9159,9635,68,206,28359,1522,,,39516,513159,304656,,6,,
2020-12-26T17:00:00,ITA,14,Molise,41.55774754,14.65916051,55,8,63,2260,2323,27,28,3877,181,,,6381,113182,103962,,1,,
2020-12-26T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,147,19,166,10398,10564,0,0,17447,711,,,28722,354080,161537,,2,,
2020-12-26T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,331,48,379,1347,1726,-51,124,18340,897,,,20963,442014,149908,,2,,"Dei 124 casi odierni, 56 sono molecolari con precedente antigenico positivo"
2020-12-26T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3011,208,3219,28338,31557,60,417,154468,7767,,,193792,1651049,973322,,1,,
2020-12-26T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1435,158,1593,52197,53790,201,544,30093,2335,,,86218,1006794,636666,,22,,
2020-12-26T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,478,43,521,15879,16400,80,173,12945,704,,,30049,469168,393747,,1,,Si segnala il decesso dei pz.: -1 donna 92 aa residente nella provincia del Sud Sardegna; - 1 uomo 66 aa residente nella provincia del Sud Sardegna; - 1 uomo 81 aa residente nella Città Metropolitana di Cagliari.
2020-12-26T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1014,170,1184,32106,33290,58,337,53361,2283,,,88934,1183197,790541,,8,,
2020-12-26T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,825,166,991,9887,10878,-391,402,104099,3580,,,118557,1846026,1049142,,10,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",
2020-12-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,248,34,282,3267,3549,3,51,23878,601,,,28028,491673,248707,,2,,
2020-12-26T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,77,4,81,337,418,-10,24,6364,372,,,7154,61248,36914,,1,,
2020-12-26T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,2589,355,2944,85898,88842,1457,2523,142487,5986,,,237315,3219624,1192654,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato n. 13 dimissioni da TI invece delle 10 effettive che includono anche i negativizzati.,28,,
