data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2023-04-04T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,56,0,56,9710,9766,-35,110,640523,3948,,,654237,7445258,1368925,"""Il dato ""Incremento casi confermati"" è composto da  110, cioè 80 ""Nuovi positivi"" e  30 reinfezioni"".",0,,,249071,405166,2597451,4847807,ITF,ITF1
2023-04-04T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,13,0,13,8128,8141,0,15,190868,1024,,,200033,1335010,403435,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” è in corso di revisione.,0,,,71175,128858,702169,632841,ITF,ITF5
2023-04-04T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,85,1,86,593,679,-16,93,629721,3378,,,633778,4295298,3332832,,0,,,202162,431616,1904328,2390970,ITF,ITF6
2023-04-04T17:00:00,ITA,15,Campania,40.83956555,14.25084984,170,5,175,18483,18658,68,437,2422998,11846,,,2453502,20680467,5394989,,0,,"a seguito delle verifiche odierne, si evince che due decessi registrati oggi risalgono ai giorni 19/12 e 31/03",954793,1498709,9569325,11111142,ITF,ITF3
2023-04-04T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,422,19,441,2894,3335,38,199,2121483,19352,,,2144170,19451363,2975121,,0,,,1091252,1052918,10693953,8757410,ITH,ITH5
2023-04-04T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,94,4,98,651,749,69,130,570701,6049,,,577499,7711264,1258117,Il totale dei casi positivi è stato ridotto di 1 a seguito di un test positivo rimosso dopo revisione del caso (caso relativo alla provincia di UD),0,,,239478,338021,3841507,3869757,ITH,ITH4
2023-04-04T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,303,17,320,18860,19180,16,568,2367595,12858,,,2399633,26369061,6129879,,1,,,1038190,1361443,9686980,16682081,ITI,ITI4
2023-04-04T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,91,4,95,510,605,25,128,657120,5900,,,663625,6906084,1513802,,0,,*di cui 50995  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,284487,379138,2695138,4210946,ITC,ITC3
2023-04-04T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,192,7,199,4507,4706,-307,903,4087643,45760,,,4138109,45372156,9221122,,2,,,1537905,2600204,17073577,28298579,ITC,ITC4
2023-04-04T17:00:00,ITA,11,Marche,43.61675973,13.5188753,19,0,19,214,233,-1,63,711034,4420,,,715687,3734943,2732651,,0,,,222932,492755,2018512,1716431,ITI,ITI3
2023-04-04T17:00:00,ITA,14,Molise,41.55774754,14.65916051,6,0,6,202,208,5,7,101121,722,,,102051,805594,757912,,0,,,29508,72543,528495,277099,ITF,ITF2
2023-04-04T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,20,0,20,98,118,3,35,293516,1612,,,295246,5589367,866913,"35  nuovi positivi di cui 0 test antigenici confermati da test molecolare, 35 casi diagnosticati con test antigenico e 1 nuovi positivi al test PCR. A questi sono stati sottratti 1 storni di pazienti positivi al test antigenico ma negativi a test molecolare eseguito entro 3-5 giorni, per un totale netto di 34 positivi a test antigenico comunicati ",0,,"35  nuovi positivi di cui 0 test antigenici confermati da test molecolare, 35 casi diagnosticati con test antigenico e 1 nuovi positivi al test PCR. A questi sono stati sottratti 1 storni di pazienti positivi al test antigenico ma negativi a test molecolare eseguito entro 3-5 giorni, per un totale netto di 34 positivi a test antigenico comunicati ",87083,208163,937748,4651619,ITH,ITH1
2023-04-04T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,20,1,21,304,325,-6,60,243233,1650,,,245208,3043267,605322,,0,,,45040,200168,873992,2169275,ITH,ITH2
2023-04-04T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,174,2,176,27720,27896,44,356,1684234,13839,,,1725969,21632813,4399135,,0,,,517614,1208355,5123947,16508866,ITC,ITC1
2023-04-04T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,83,4,87,1364,1451,108,247,1620128,9713,,,1631292,13928920,2894380,,1,,,512449,1118843,4850939,9077981,ITF,ITF4
2023-04-04T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,73,3,76,3386,3462,-11,109,505237,2938,,,511637,5446199,1761665,,0,,"L'incremento dei nuovi casi tiene conto anche dei casi diagnosticati con test antigenico. Pertanto si specifica che dei 109 casi dichiarati oggi, 101 sono stati diagnosticati da tampone antigenico ",179921,331716,2237725,3208474,ITG,ITG2
2023-04-04T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,185,7,192,7585,7777,117,149,1801499,12749,,,1822025,16687329,11034123,,0,,,538474,1283551,5392056,11295273,ITG,ITG1
2023-04-04T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,140,7,147,6866,7013,35,233,1577108,11656,,,1595777,16717387,5404751,,2,,,715102,880675,7083593,9633794,ITI,ITI1
2023-04-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,75,1,76,757,833,13,78,437177,2477,,,440487,5044092,814090,"- Si fa presente che 1 dei ricoveri non UTI appartengono ai codici disciplina di Ostetricia & Ginecologia e Pediatria. - Si fa presente che 34 dei ricoveri non UTI appartengono ad altri codici disciplina di cui 10 in discipline post-acuto, riabilitative ( cod. 60, 28, 56, 75 )",0,,,159317,281170,1754838,3289254,ITI,ITI2
2023-04-04T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,1,0,1,279,280,1,9,49776,569,,,50625,591796,146335,,0,,,16255,34370,145752,446044,ITC,ITC2
2023-04-04T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,257,5,262,17434,17696,321,782,2674165,16761,,,2708622,37488017,5310996,,1,,,1068798,1639824,11540631,25947386,ITH,ITH3
