data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-03-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,17,9,26,11,37,0,0,0,1,38,310,,nd-IT-0001,nd-EN-0001
2020-03-11T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,1,2,6,8,1,1,0,0,8,155,,,
2020-03-11T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,8,4,12,63,75,37,37,0,0,75,75,,,
2020-03-11T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,10,2,12,5,17,6,6,2,0,19,405,,,
2020-03-11T17:00:00,ITA,15,Campania,40.83956555,14.25084984,56,11,67,82,149,23,27,4,1,154,1375,,,
2020-03-11T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,745,104,849,739,1588,171,206,38,113,1739,6640,,,
2020-03-11T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,16,5,21,89,110,0,10,10,6,126,2073,,,
2020-03-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,67,18,85,40,125,26,34,19,6,150,3591,,,
2020-03-11T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,74,34,108,73,181,53,53,5,8,194,1025,,,
2020-03-11T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3852,560,4412,1351,5763,1336,1489,900,617,7280,25629,,,
2020-03-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,212,66,278,183,461,80,85,0,18,479,1656,,,
2020-03-11T17:00:00,ITA,14,Molise,41.55774754,14.65916051,4,3,7,9,16,1,1,0,0,16,233,,,
2020-03-11T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,319,75,394,86,480,44,48,0,21,501,2431,,,
2020-03-11T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,38,4,42,29,71,16,18,1,5,77,909,,,
2020-03-11T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,10,0,10,27,37,17,17,0,0,37,283,,,
2020-03-11T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,23,1,24,57,81,21,21,2,0,83,1194,,,
2020-03-11T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,87,54,141,173,314,54,56,5,1,320,2804,,,
2020-03-11T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,28,4,32,42,74,24,25,3,0,77,527,,,
2020-03-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,7,5,12,32,44,7,9,2,0,46,340,,,
2020-03-11T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,2,0,2,17,19,2,3,0,1,20,99,,,
2020-03-11T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,262,68,330,610,940,157,167,54,29,1023,21400,,,
