data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2023-09-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,57,0,57,2106,2163,-10,141,660900,3993,,,667056,7571899,1381988,"Il dato ''incremento casi confermati'' è composto da 141, cioè 61 ''nuovi positivi'' e 80  ''reinfezioni''. ",0,,,254544,412512,2628997,4942902,ITF,ITF1
2023-09-28T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,20,0,20,8891,8911,9,9,191371,1041,,,201323,1357045,407828,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” è in corso di revisione.,0,,,71268,130055,703899,653146,ITF,ITF5
2023-09-28T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,80,7,87,1733,1820,45,137,640042,3513,,,645375,4450809,3473810,,1,,,203558,441817,1945717,2505092,ITF,ITF6
2023-09-28T17:00:00,ITA,15,Campania,40.83956555,14.25084984,108,6,114,25259,25373,306,772,2456560,11988,,,2493921,21277053,5454108,,0,,,957622,1536299,9685483,11591570,ITF,ITF3
2023-09-28T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,497,18,515,5667,6182,197,425,2143197,19581,,,2168960,19785159,2992625,,1,,,1094434,1074526,10771174,9013985,ITH,ITH5
2023-09-28T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,112,1,113,722,835,-7,99,578660,6212,,,585707,7809141,1270461,Il totale dei casi positivi è stato ridotto di 1 a seguito di un test positivo rimosso dopo revisione del caso (caso relativo ai Fuori Regione).		,0,,,240754,344953,3876030,3933111,ITH,ITH4
2023-09-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,224,12,236,31796,32032,239,743,2404407,13031,,,2449470,26991947,6213059,,0,,,1040726,1408744,9743199,17248748,ITI,ITI4
2023-09-28T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,120,1,121,0,121,-6,145,667836,5961,,,673918,7034207,1533222,,0,,*di cui 54501  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,287418,386500,2708000,4326207,ITC,ITC3
2023-09-28T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,225,4,229,10211,10440,531,1536,4146158,46229,,,4202827,46203864,9336403,,0,,,1543437,2659390,17148250,29055614,ITC,ITC4
2023-09-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,68,1,69,0,69,0,110,718486,4465,,,723020,3767721,2765429,,0,,,223126,499894,2019757,1747964,ITI,ITI3
2023-09-28T17:00:00,ITA,14,Molise,41.55774754,14.65916051,9,0,9,442,451,9,9,102235,747,,,103433,833342,784872,,0,,,30079,73354,547414,285928,ITF,ITF2
2023-09-28T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,18,0,18,0,18,-2,46,295712,1627,,,297357,5612985,869227,"46 nuovi positivi di cui 0 test antigenici confermati da test molecolare, 46 casi diagnosticati con test antigenico e 0 nuovi positivi al test PCR. ",0,,"46 nuovi positivi di cui 0 test antigenici confermati da test molecolare, 46 casi diagnosticati con test antigenico e 0 nuovi positivi al test PCR. ",87226,210131,940674,4672311,ITH,ITH1
2023-09-28T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,23,0,23,376,399,4,47,245713,1657,,,247769,3065532,607708,,0,,,45268,202501,876691,2188841,ITH,ITH2
2023-09-28T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,231,6,237,34026,34263,314,605,1702153,13868,,,1750284,22058619,4462640,,0,,,518495,1231789,5141360,16917259,ITC,ITC1
2023-09-28T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,69,0,69,4694,4763,177,290,1636624,9853,,,1651240,14285580,2977075,,0,,,513989,1137251,4878591,9406989,ITF,ITF4
2023-09-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,154,0,154,7225,7379,47,81,511989,2970,,,522338,5519640,1765809,,0,,,180347,341991,2245491,3274149,ITG,ITG2
2023-09-28T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,175,10,185,4101,4286,-457,39,1815132,12883,,,1832301,16940162,11276696,,2,,,541267,1291034,5476037,11464125,ITG,ITG1
2023-09-28T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,226,8,234,2645,2879,-193,421,1604296,12056,,,1619231,17027042,5440527,,5,,,721616,897615,7114703,9912339,ITI,ITI1
2023-09-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,75,2,77,1482,1559,-18,120,444025,2506,,,448090,5109945,821279,- Si fa presente che 0 dei ricoveri non UTI appartengono ai codici disciplina di Ostetricia & Ginecologia e Pediatria. - Si fa presente che 47 dei ricoveri non UTI appartengono ad altri codici disciplina.,0,,,160014,288076,1760452,3349493,ITI,ITI2
2023-09-28T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,14,0,14,91,105,7,18,50560,575,,,51240,597622,147383,,0,,,16280,34960,146077,451545,ITC,ITC2
2023-09-28T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,216,5,221,8227,8448,-2841,864,2729017,16976,,,2754441,38457010,5379603,Per problemi tecnici il dato relativo ai casi confermati da test antigenico è identico al dato inserito ieri. Per problemi tecnici il dato relativo ai deceduti è identico al dato insierito ieri nonostante il decesso in TI registrato. E' stato richiesto un intervento e verranno inseriti i dati aggiornati alla risoluzione della problematica nella giornata lavorativa seguente. ,1,,,1095020,1659421,11920545,26536465,ITH,ITH3
