data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-05-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,250,10,260,1453,1713,-57,6,1014,351,3078,46103,32619,,
2020-05-08T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,48,2,50,102,152,-3,-1,204,26,382,16777,16285,dc-IT-0024,dc-EN-0024
2020-05-08T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,78,9,87,415,502,-49,6,1767,289,2558,47908,21572,,
2020-05-08T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,73,2,75,544,619,-14,1,417,90,1126,43980,41902,,
2020-05-08T17:00:00,ITA,15,Campania,40.83956555,14.25084984,418,28,446,1566,2012,-127,21,2164,386,4562,105399,51402,,
2020-05-08T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,1680,163,1843,5887,7730,-281,111,15071,3797,26598,221866,144009,,
2020-05-08T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,105,2,107,804,911,-16,9,1897,308,3116,82902,52784,,
2020-05-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1278,84,1362,2966,4328,-20,52,2209,549,7086,169499,133674,,
2020-05-08T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,517,46,563,2613,3176,-72,78,4282,1265,8723,63531,39145,,
2020-05-08T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5702,400,6102,25881,31983,-32,634,33901,14839,80723,466287,277106,,
2020-05-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,303,38,341,2897,3238,-9,18,2278,954,6470,72504,47092,,
2020-05-08T17:00:00,ITA,14,Molise,41.55774754,14.65916051,6,0,6,178,184,14,22,121,22,327,8502,8177,,
2020-05-08T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2013,140,2153,11954,14107,-362,233,10956,3305,28368,201183,138830,,
2020-05-08T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,349,33,382,2351,2733,-67,11,1080,443,4256,74724,53194,,
2020-05-08T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,90,10,100,453,553,-30,6,658,119,1330,32219,28519,,
2020-05-08T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,310,19,329,1798,2127,0,13,921,253,3301,98711,88497,,
2020-05-08T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,399,84,483,4109,4592,-124,38,4199,930,9721,170296,126752,,
2020-05-08T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,94,11,105,767,872,-38,2,2975,438,4285,48220,29188,,
2020-05-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,47,6,53,66,119,-22,1,1216,71,1406,44223,30704,,
2020-05-08T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,45,2,47,76,123,-7,1,889,139,1151,9280,6999,,
2020-05-08T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,831,79,910,5277,6187,-347,65,10804,1627,18618,420949,240535,,
