data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2022-12-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,265,9,274,18594,18868,-87,1264,599072,3783,,,621723,7196348,1348120,,0,,,237284,384439,2546659,4649689,ITF,ITF1
2022-12-10T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,33,0,33,6265,6298,68,158,186689,1005,,,193992,1288256,395657,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” è in corso di revisione.,0,,,70756,123236,696534,591722,ITF,ITF5
2022-12-10T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,165,10,175,8127,8302,330,914,592545,3143,,,603990,4041660,3113718,,2,,L'Asp di Catanzaro comunica 278 nuovi soggetti  positivi di cui 3 fuori regione  L'Asp di Cosenza  comunica 252 nuovi soggetti  positivi di cui 3 fuori regione ,199208,404782,1844367,2197293,ITF,ITF6
2022-12-10T17:00:00,ITA,15,Campania,40.83956555,14.25084984,397,22,419,46849,47268,763,3096,2313757,11435,,,2372460,19816391,5313354,,1,,"a seguito delle verifiche odierne si evince che un decesso registrato oggi, risale al giorno 07/12 2022",948351,1424109,9376421,10439970,ITF,ITF3
2022-12-10T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,1764,53,1817,38817,40634,-1538,1643,2011991,18663,,,2071288,18778146,2935609,"Sono stati eliminati 1 casi, positivi a test antigenico ma non confermati da tampone molecolare.",2,,,1076312,994976,10421549,8356597,ITH,ITH5
2022-12-10T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,275,9,284,8586,8870,409,941,540898,5747,,,555515,7485681,1236806,,1,,,234898,320617,3745276,3740405,ITH,ITH4
2022-12-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,800,26,826,52916,53742,505,3070,2219267,12431,,,2285440,25282990,6025372,,0,,,1029120,1256320,9491170,15791820,ITI,ITI4
2022-12-10T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,565,15,580,9908,10488,-42,1161,624285,5693,,,640466,6650656,1483826,,2,,*di cui 45020  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,277103,363363,2651956,3998700,ITC,ITC3
2022-12-10T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1448,37,1485,65605,67090,-6585,5352,3892275,44129,,,4003494,43860421,9039191,,7,,,1524340,2479154,16855274,27005147,ITC,ITC4
2022-12-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,241,6,247,8245,8492,192,1363,676520,4228,,,689240,3667906,2665609,,0,,,222027,467213,2013476,1654430,ITI,ITI3
2022-12-10T17:00:00,ITA,14,Molise,41.55774754,14.65916051,10,0,10,5719,5729,4,99,91297,698,,,97724,770433,723780,,0,,,28711,69013,503114,267319,ITF,ITF2
