data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-10-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,54,9,63,1594,1657,61,98,78430,2559,,,82646,2504713,886948,Per i ricoveri relativi alla ASL di Pescara sono stati riconfermati i dati di ieri in quanto non pervenuti quelli odierni.,1,,,82646,0,1480059,1024654,ITF,ITF1
2021-10-28T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,20,0,20,764,784,8,24,29302,624,,,30710,482259,242663,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,,30710,0,458326,23933,ITF,ITF5
2021-10-28T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,91,5,96,2835,2931,101,174,82631,1446,,,87008,1288357,1111656,,1,,,86989,19,1089262,199095,ITF,ITF6
2021-10-28T17:00:00,ITA,15,Campania,40.83956555,14.25084984,214,20,234,7567,7801,332,627,449445,8053,,,465299,7136590,3609950,,2,,,453711,11588,5450095,1686495,ITF,ITF3
2021-10-28T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,283,31,314,7616,7930,-433,391,409554,13583,,,431067,9573213,2149389,,2,,,430698,369,6130705,3442508,ITH,ITH5
2021-10-28T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,59,10,69,1623,1692,156,249,110877,3852,,,116421,3143743,854243,Il totale dei casi positivi è stato ridotto di 3 a seguito di 3 test positivi rimossi dopo revisione dei casi (2 casi relativi alla provincia di UD e 1 caso relativo alla provincia di PN )		,2,,,100885,15536,2229058,914685,ITH,ITH4
2021-10-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,357,47,404,8683,9087,239,594,375630,8780,,,393497,9849641,4750764,,3,,,384004,9493,5803849,4045792,ITI,ITI4
2021-10-28T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,58,10,68,903,971,51,106,109125,4425,,,114521,2597306,909616,*di cui 49 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021]. ,0,,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare. Si segnalano in data odierna problemi tecnici di natura informatica che non hanno consentito la completa trasmissione dei dati ad A.Li.Sa. I dati potrebbero risultare parziali e saranno integrati quanto prima. Si comunica inoltre che 20 casi presentano una positività antecedente al 25/10.,114521,0,1705914,891392,ITC,ITC3
2021-10-28T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,300,45,345,8558,8903,126,570,849974,34148,,,893025,17162108,5783327,,1,,,825880,67145,11234476,5927632,ITC,ITC4
2021-10-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,44,17,61,1987,2048,2,91,110713,3103,,,115864,1619621,938248,,1,,,115864,0,1396266,223355,ITI,ITI3
2021-10-28T17:00:00,ITA,14,Molise,41.55774754,14.65916051,6,1,7,107,114,12,12,14042,498,,,14654,284752,250923,,0,,,14654,0,271722,13030,ITF,ITF2
2021-10-28T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,43,6,49,1003,1052,12,83,76336,1200,,,78588,2296628,503623,83 nuovi positivi di cui 25 test antigenici confermati da test molecolare ,2,,,65356,13232,674036,1622592,ITH,ITH1
2021-10-28T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,10,2,12,427,439,41,57,47417,1377,,,49233,1267723,392589,,0,,,33944,15289,729650,538073,ITH,ITH2
2021-10-28T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,181,18,199,3794,3993,96,268,368425,11811,,,384229,7772574,2586657,,2,,,361025,23204,3634581,4137993,ITC,ITC1
2021-10-28T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,131,19,150,2532,2682,144,215,262782,6832,,,272296,4134830,1513282,,1,,,271051,1245,2900562,1234268,ITF,ITF4
2021-10-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,41,5,46,1278,1324,9,59,73100,1673,,,76097,2072327,1085175,,0,,Si segnala il decesso dei paz.:  - 1 donna 83 aa Residente nella Provincia di Sassari  - 1 Residente nella Provincia di Nuoro,75993,104,1302697,769630,ITG,ITG2
2021-10-28T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,286,38,324,6720,7044,65,308,293122,7009,,,307175,6678897,2546363,DECEDUTI: N. 3 IL 27/10/21 - N. 1 IL 25/10/21 - N. 1 IL 23/10/21- N. 1 IL 17/10/21- N. 1 IL 10/09/21- N. 1 IL 05/09/21- N. 1 IL 24/08/21,3,"Sul numero complessivo dei tamponi molecolari comunicati in data odierna, n. 53 sono relativi a giorni precedenti",,307175,0,3347122,3331775,ITG,ITG1
2021-10-28T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,225,26,251,5026,5277,153,373,276040,7272,,,288589,7045967,3060563,,1,,,283705,4884,4762535,2283432,ITI,ITI1
2021-10-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,35,7,42,986,1028,36,56,62511,1464,,,65003,2152197,454951,"Si fa presente che 1 dei ricoveri NON UTI, non rientra nei codici disciplina Covid e pertanto viene collocato in ""Altra Struttura"" ",2,,,65003,0,1180813,971384,ITI,ITI2
2021-10-28T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,6,0,6,70,76,0,3,11742,474,,,12292,224681,91812,,0,,,11431,861,112334,112347,ITC,ITC2
2021-10-28T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,165,31,196,9749,9945,202,508,457251,11821,,,479017,13661531,2178049,,8,,,463814,15203,7057654,6603877,ITH,ITH3
