data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2021-01-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,480,36,516,10581,11097,-220,160,24672,1269,,,37038,534132,276020,"Oggi sono risultati 9 deceduti ma a seguito di controlli anagrafici, dai deceduti totali sono stati sottratti 5 deceduti e dai casi positivi sono stati sottratti 2 casi in quanto casi duplicati",3,,
2021-01-08T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,95,4,99,6387,6486,116,157,4873,269,,,11628,191560,177722,"N. 7 decessi del mese di dicembre 2020 sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,E' IN CORSO VERIFICA E VALIDAZIONE DEL NUMERO TOTALE DEI GUARITI DELLA REGIONE BASILICATA.
2021-01-08T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,250,21,271,8689,8960,156,355,16634,508,,,26102,456555,436896,,3,,
2021-01-08T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1395,100,1495,73651,75146,-1213,984,119030,3079,,,197255,2117641,1415674,,13,,
2021-01-08T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2691,245,2936,53912,56848,-37,2026,121855,8210,,,186913,2669612,1260158,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 2 casi in quanto giudicati non casi COVID-19.,20,,
2021-01-08T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,671,64,735,11841,12576,211,633,40138,1862,,,54576,973526,351423,,4,,"A seguito della periodica verifica dei casi segnalati, 50 casi già positivi al tampone antigenico sono risultati poi positivi al tampone molecolare e pertanto, in data odierna, vengono sottratti dal totale dei positivi al tampone antigenico ed aggiunti all'incremento dei positivi da tampone molecolare"
2021-01-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2871,309,3180,74675,77855,-68,1613,94457,4060,,,176372,2805922,2090439,,14,,
2021-01-08T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,717,67,784,4421,5205,-96,400,54689,2980,,,62874,735330,330608,,7,I 175908 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,
2021-01-08T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3436,466,3902,50775,54677,435,1963,414643,25665,,,494985,4998160,2656804,,25,,
2021-01-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,532,68,600,13412,14012,430,564,29752,1676,,,45440,565788,337261,,2,,
2021-01-08T17:00:00,ITA,14,Molise,41.55774754,14.65916051,53,8,61,1263,1324,-211,76,5407,209,,,6940,120247,109821,,1,,
2021-01-08T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,208,24,232,11119,11351,100,163,18757,769,,,30877,373746,165782,,1,,
2021-01-08T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,355,46,401,1529,1930,-16,80,20225,998,,,23153,465019,154092,,1,,"Dei 80 casi odierni, 28 sono molecolari con precedente antigenico positivo"
2021-01-08T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2757,176,2933,14612,17545,-154,845,178949,8133,,,204627,1723609,1003245,,5,,
2021-01-08T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1362,163,1525,52397,53922,381,1349,42409,2621,,,98952,1099615,678168,,33,,
2021-01-08T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,504,50,554,16511,17065,6,243,15313,810,,,33188,502097,420910,,3,L'incremento relativo al numero dei tamponi antigenici è dovuto allo screening effettuato sulla popolazione dell'ASSL di Lanusei.,"Si segnalano i decessi di:   - 1 donna 84 aa Residente nella Provincia del Sud Sardegna  - 1 uomo 83 aa Residente nella Città Metropolitana di Cagliari  - 1 uomo 94 aa Residente nella Città Metropolitana di Cagliari  - 1 donna 89 aa Residente nella Provincia di Oristano  - 1 deceduto Residente nella Provincia di Nuoro, informazioni non pervenute  - 1 uomo 86 aa Residente nella Provincia del Sud Sardegna  - 1 donna 83 aa Residente nella Provincia del Sud Sardegna  - 1 uomo 76 aa Residente nella Provincia del Sud Sardegna  - 1 donna 66 aa Residente nella Città Metropolitana di Cagliari  - 1 donna 90 aa Residente nella Provincia di Oristano  - 1 uomo 79 aa Residente nella Provincia di Oristano  - 1 uomo 82 aa Residente nella Provincia del Sud Sardegna  - 1 uomo 86 aa Residente nella Provincia del Sud Sardegna  - 1 uomo 75 aa Residente nella Provincia di Sassari  - 1 deceduto Residente nella Provincia del Sud Sardegna, informazioni non pervenute "
2021-01-08T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1246,200,1446,38226,39672,967,1842,62147,2664,,,104483,1284101,852250,,16,,
2021-01-08T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,807,139,946,8289,9235,-265,452,110885,3830,,,123950,1945061,1083608,,4,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",
2021-01-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,280,43,323,3785,4108,47,215,25598,648,,,30354,522585,258421,,1,,
2021-01-08T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,54,1,55,370,425,-9,25,6651,388,,,7464,64477,39592,,0,,
2021-01-08T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,2549,357,2906,88044,90950,-1226,3388,182506,7263,,,280719,3430733,1250287,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato n.20 dimissioni da TI invece delle 13 effettive che includono anche i negativizzati.,31,,
