data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-03-19T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,181,47,228,138,366,117,122,8,11,385,2409,,,
2020-03-19T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,8,5,13,24,37,10,10,0,0,37,353,,,
2020-03-19T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,87,18,105,316,421,55,60,1,14,436,3568,,,
2020-03-19T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,60,13,73,91,164,38,40,2,3,169,2342,,,
2020-03-19T17:00:00,ITA,15,Campania,40.83956555,14.25084984,213,36,249,356,605,182,192,30,17,652,3544,,,
2020-03-19T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,1900,260,2160,2346,4506,591,689,177,531,5214,18344,,,
2020-03-19T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,134,29,163,359,522,106,137,41,36,599,4052,,,
2020-03-19T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,426,45,471,270,741,91,99,44,38,823,11145,,,
2020-03-19T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,491,112,603,280,883,139,172,85,91,1059,3348,,,
2020-03-19T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7387,1006,8393,5545,13938,1672,2171,3778,2168,19884,52244,,,
2020-03-19T17:00:00,ITA,11,Marche,43.61675973,13.5188753,656,141,797,825,1622,146,169,0,115,1737,4512,,,
2020-03-19T17:00:00,ITA,14,Molise,41.55774754,14.65916051,19,6,25,13,38,17,18,6,2,46,426,,,
2020-03-19T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2279,257,2536,218,2754,567,591,3,175,2932,8853,,,
2020-03-19T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,173,31,204,245,449,87,95,4,25,478,4046,,,
2020-03-19T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,43,9,52,152,204,72,72,0,2,206,1334,,,
2020-03-19T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,143,36,179,142,321,54,58,15,4,340,3961,,,
2020-03-19T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,501,178,679,743,1422,131,152,22,38,1482,8873,,,
2020-03-19T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,169,30,199,292,491,55,68,20,12,523,2203,,,
2020-03-19T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,69,21,90,238,328,87,87,4,2,334,1954,,,
2020-03-19T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,47,9,56,153,209,47,50,0,6,215,608,,,
2020-03-19T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,771,209,980,2189,3169,216,270,200,115,3484,44658,,,
