data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-12-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,534,41,575,11673,12248,-418,86,20235,1137,,,33620,491911,263051,,2,,
2020-12-22T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,93,8,101,5831,5932,-33,70,3964,228,,,10124,176525,114447,"N.4 decessi sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",2,,
2020-12-22T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,292,23,315,8156,8471,150,232,12588,434,,,21493,418640,402647,,2,,
2020-12-22T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1529,118,1647,79612,81259,-2273,791,98167,2624,,,182050,1927864,1299748,,0,,
2020-12-22T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2891,210,3101,56645,59746,-2308,1162,91411,7188,,,158345,2451777,1189534,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 2 casi in quanto giudicati non casi COVID-19.,24,,
2020-12-22T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,598,57,655,12561,13216,-31,549,31291,1477,,,45984,880631,328586,"In attesa di ulteriori indicazioni dal Ministero della Salute, i dati relativi a: totale casi positivi, isolamenti, ricoverati TI, ricoverati NON TI e deceduti, includono anche eventuali soggetti con test antigenico rapido positivo",7,,
2020-12-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2720,292,3012,72937,75949,-543,1288,72172,3390,,,151511,2599384,1996655,,14,,
2020-12-22T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,700,65,765,5703,6468,-120,216,48704,2798,,,57970,680832,314620,,1,I 135297 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,
2020-12-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4290,540,4830,56314,61144,-170,2278,376790,24512,,,462446,4672338,2546141,,23,,
2020-12-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,421,61,482,9015,9497,-100,363,26806,1491,,,37794,492948,290686,,2,,
2020-12-22T17:00:00,ITA,14,Molise,41.55774754,14.65916051,56,8,64,2431,2495,-302,11,3473,175,,,6143,110053,101321,,0,,
2020-12-22T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,176,23,199,9156,9355,8,102,18214,698,,,28267,347911,158919,,2,,
2020-12-22T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,364,49,413,1590,2003,-69,136,17419,868,,,20290,431700,148396,,3,,"Dei 136 casi odierni, 79 sono molecolari con precedente antigenico positivo"
2020-12-22T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3331,228,3559,33350,36909,-1048,542,145980,7621,,,190510,1624273,963280,,7,,
2020-12-22T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1421,167,1588,51704,53292,-282,876,26726,2245,,,82263,974063,625438,,53,,
2020-12-22T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,526,48,574,15305,15879,-80,184,12307,681,,,28867,454446,380844,,3,,Si segnala il decesso dei pz.:  - 1 uomo 60 anni residente nella Città Metropolitana di Cagliari  - 1 donna 93 anni residente nella Provincia di Oristano  - 1 donna 84 anni residente nella Città Metropolitana di Cagliari  - 1 uomo 82 anni residente nella Provincia del Sud Sardegna  - 1 uomo 76 anni residente nella Provincia di Sassari  - 1 donna 82 anni residente nella Provincia di Sassari  - 1 uomo 74 anni residente nella Provincia di Sassari  - 5 deceduti residenti nella Provincia di Nuoro  
2020-12-22T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1059,176,1235,32257,33492,-411,894,50397,2203,,,86092,1155288,773208,,7,,
2020-12-22T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,941,175,1116,10721,11837,-559,309,101212,3495,,,116544,1806133,1035769,,3,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",
2020-12-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,244,44,288,3441,3729,-124,114,23089,578,,,27396,481344,245205,,5,,
2020-12-22T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,90,5,95,361,456,-18,33,6249,368,,,7073,60537,36564,,1,,
2020-12-22T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,2672,349,3021,99557,102578,1104,3082,114379,5631,,,222588,3144621,1171789,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato n. 17 dimissioni da TI invece delle 10 effettive che includono anche i negativizzati.,40,,
