data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2021-01-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,453,40,493,10687,11180,-36,256,26105,1309,,,38594,554396,282109,"E' stato sottratto 1 caso dal Totale Positivi in seguito a controlli anagrafici sui nuovi positivi registrati ieri, i quali, quindi, dovevano essere 1 in meno. (Ulisse Martegiani)",4,,
2021-01-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,80,4,84,6721,6805,69,90,5196,286,,,12287,197440,124057,"N. 7 decessi del mese di dicembre 2020 sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,E' IN CORSO VERIFICA E VALIDAZIONE DEL NUMERO TOTALE DEI GUARITI DELLA REGIONE BASILICATA.
2021-01-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,284,29,313,9354,9667,56,286,17829,526,,,28022,473082,451787,,4,,
2021-01-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1365,104,1469,71284,72753,493,1294,127795,3298,,,203846,2194673,1461530,,9,,
2021-01-14T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2610,233,2843,53105,55948,-2032,1515,132548,8590,,,197086,2752436,1285504,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 2 casi in quanto giudicati non casi COVID-19,13,,
2021-01-14T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,668,68,736,12127,12863,65,805,43723,2006,,,58592,1011978,361869,"100 casi già positivi al tampone antigenico sono risultati poi positivi al tampone molecolare e pertanto, in data odierna, vengono sottratti dal totale dei positivi al tampone antigenico ed aggiunti all'incremento dei positivi da tampone molecolare",5,,
2021-01-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2814,295,3109,74871,77980,-243,1816,103438,4306,,,185724,2880995,2124460,,10,,
2021-01-14T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,678,65,743,4331,5074,72,289,56812,3074,,,64960,758219,338106,,5,I 191219 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,
2021-01-14T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3614,468,4082,52018,56100,1137,2587,426098,26026,,,508224,5137863,2704477,,26,,
2021-01-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,583,76,659,11534,12193,-965,506,34687,1753,,,48633,597883,358740,,8,,
2021-01-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,57,8,65,1082,1147,31,107,5974,222,,,7343,124521,113523,,0,,
2021-01-14T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,212,23,235,11370,11605,-70,174,19785,796,,,32186,386047,168946,,1,,
2021-01-14T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,316,42,358,1720,2078,90,272,21271,1041,,,24390,477138,156362,,0,,"Dei 272 casi odierni, 191 sono molecolari con precedente antigenico positivo"
2021-01-14T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2575,172,2747,11976,14723,-37,857,187316,8299,,,210338,1767779,1020572,,14,,
2021-01-14T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1387,162,1549,53986,55535,57,1524,47788,2779,,,106102,1152452,700132,,10,,
2021-01-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,527,50,577,16876,17453,6,275,16616,875,,,34944,518905,434185,,4,,Si segnala il decesso dei pz.:  - 1 donna 81 aa Residente nella Città Metropolitana di Cagliari  - 1 uomo 69 aa Residente nella Città Metropolitana di Cagliari  - 1 uomo 78 aa Residente nella Provincia di Oristano  - 1 uomo 81 aa Residente nella Provincia del Sud Sardegna  - 1 uomo 72 aa Residente nella Provincia di Oristano  - 1 uomo 86 aa Residente nella Provincia del Sud Sardegna  - 1 uomo 79 aa Residente nella Provincia di Oristano  - 3 deceduti dell'area di Nuoro 
2021-01-14T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1397,205,1602,43263,44865,188,1867,67649,2877,,,115391,1343984,888140,,14,,
2021-01-14T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,723,132,855,7830,8685,-141,424,113949,3930,,,126564,1998217,1103382,,2,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",
2021-01-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,277,51,328,4161,4489,19,210,26510,678,,,31677,539805,264287,"Si fa presente come uno dei ricoveri in terapia intensiva è un soggetto positivo comunicato dalla regione Lazio, quindi non rientra tra i nuovi positivi della Regione Umbria. A tal riguardo il corretto numero di isolati presso la nostra Regione è di 4162. ",3,,
2021-01-14T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,43,2,45,367,412,-8,16,6777,392,,,7581,65958,40219,,0,,
2021-01-14T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,2447,328,2775,77050,79825,-2145,2076,206185,7785,,,293795,3526933,1274187,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato n.23 dimissioni da TI invece delle 20 effettive che includono anche i negativizzati.,32,,
