data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-11-27T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,689,74,763,16797,17560,226,510,8097,868,11387,15138,26525,398946,231706,Un caso positivo dei giorni precedenti è in corso di definizione,,,
2020-11-27T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,153,23,176,5789,5965,-135,218,1559,139,2325,5338,7663,148000,147124,DA RICALCOLO DEI CASI POSITIVI DEL 26 NOVEMBRE E' NECESSARIO DETRARRE N. 9 CASI ERRONEAMENTE CONTEGGIATI.,,,
2020-11-27T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,432,44,476,10346,10822,356,468,4643,259,1581,14143,15724,356751,347932,,,,
2020-11-27T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2188,184,2372,101610,103982,598,2924,43414,1546,145862,3080,148942,1530803,1054566,,,,
2020-11-27T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2673,250,2923,67366,70289,-1183,2165,41116,5614,72676,44343,117019,2078822,1061899,In seguito a verifica sui dati comunicati nei giorni passati è stato eliminato 1 caso in quanto giudicato non caso COVID-19.,,,
2020-11-27T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,594,55,649,13606,14255,433,864,12932,776,23771,4192,27963,694896,272700,,,,
2020-11-27T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3407,355,3762,84172,87934,631,2276,23910,2284,32301,81827,114128,2142893,1743866,,,,
2020-11-27T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1019,109,1128,11883,13011,-481,606,35210,2336,34482,16075,50557,589686,287369,,,,
2020-11-27T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7869,925,8794,121761,130555,-9846,5389,246096,21393,293815,104229,398044,3989971,2319630,,,,
2020-11-27T17:00:00,ITA,11,Marche,43.61675973,13.5188753,564,91,655,16188,16843,434,490,10490,1230,22062,6501,28563,403262,235330,,,,
2020-11-27T17:00:00,ITA,14,Molise,41.55774754,14.65916051,62,11,73,2552,2625,-27,79,1631,108,4314,50,4364,88429,82288,,,,
2020-11-27T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,414,42,456,11027,11483,33,410,10660,520,22663,0,22663,304527,147068,POSITIVI TEST ANTIGENICO : 77,,,
2020-11-27T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,408,44,452,1857,2309,-53,229,12141,623,7674,7399,15073,367428,132813,,,,
2020-11-27T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,4922,395,5317,72272,77589,-817,3149,78592,5972,68443,93710,162153,1513856,942459,,,,
2020-11-27T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1654,201,1855,34562,36417,1438,1737,12919,1402,14379,36359,50738,762047,529720,per 1240 casi non e' disponibile la provenienza,,,
2020-11-27T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,528,71,599,12556,13155,184,375,6837,427,8723,11696,20419,362926,305590,,,,
2020-11-27T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1539,250,1789,37294,39083,575,1566,19834,1418,36815,23520,60335,933579,639257,,,,
2020-11-27T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1647,278,1925,44606,46531,-1604,1117,51397,2516,77248,23196,100444,1527078,942239,effettuati  78290 tamponi rapidi antigenici di cui 3263 odierni,,,
2020-11-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,353,62,415,8635,9050,-384,261,13649,383,6463,16619,23082,408556,222157,,,,
2020-11-27T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,129,15,144,1403,1547,-66,101,4495,302,5651,693,6344,58339,33067,,,,
2020-11-27T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,2440,303,2743,74145,76888,1736,3418,57025,3561,35556,101918,137474,2750906,1050631,Tamponi antigenici 906273 numero di soggetti che hanno effettuato almeno un tampone molecolare o un tampone rapido 1358451,,,
