data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-11-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,545,59,604,12018,12622,714,939,5420,671,9457,9256,18713,340656,205812,,,,
2020-11-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,144,21,165,3668,3833,233,265,910,78,1662,3159,4821,125266,124396,TOTALI TAMPONI EFFETTUATI/CASI TESTATI E TOTALE CASI POSITIVI RESIDENTI IN REGIONE BASILICATA IN CORSO DI REVISIONE.,,,
2020-11-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,345,26,371,6615,6986,309,333,2594,169,1411,8338,9749,317254,314068,,,,
2020-11-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2080,184,2264,82982,85246,2026,3351,21176,994,104709,2707,107416,1242244,872094,,,,
2020-11-14T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2243,231,2474,48088,50562,2406,2637,30129,5008,56229,29470,85699,1846431,965000,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 6 casi in quanto giudicati non casi COVID-19.,,,
2020-11-14T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,378,45,423,9106,9529,378,558,8284,516,15816,2513,18329,615669,252095,,,,
2020-11-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3076,273,3349,61609,64958,2559,2997,15079,1625,24255,57407,81662,1812070,1471685,,,,
2020-11-14T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1402,108,1510,13824,15334,449,1091,25133,2088,29720,12835,42555,522497,264030,,,,
2020-11-14T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7621,817,8438,147841,156279,5010,8129,137255,19186,236852,75868,312720,3511792,2135880,,,,
2020-11-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,484,74,558,12861,13419,585,779,8088,1102,22500,109,22609,365075,214152,"soni stati scorporati i dati del pronto soccorso dai ricoverati, non essendo ancora ricoverati",,,
2020-11-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,55,6,61,1869,1930,51,121,914,66,2860,50,2910,74598,69735,,,,
2020-11-14T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,456,44,500,9559,10059,345,690,6236,379,16674,0,16674,272538,137003,"TOTALE TEST ANTIGENICI RAPIDI EFFETTUATI : 1337 - TOTALE TEST ANTIGENICI RAPIDI POSITIVI : 332 - TOTALE POSITIVI AL TEST ANTIGENICO E SINTOMATICI : 61",,,
2020-11-14T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,355,31,386,2448,2834,-86,206,8950,516,6606,5694,12300,327667,121696,,,,
2020-11-14T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,4902,360,5262,63953,69215,2561,4471,47567,5001,50978,70805,121783,1259309,798081,,,,
2020-11-14T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1289,178,1467,22533,24000,1489,1741,8560,973,9536,23997,33533,656347,466554,Per 1281 casi non è disponibile la provenienza,,,
2020-11-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,506,59,565,9417,9982,289,396,4513,318,5859,8954,14813,317869,268876,,,,
2020-11-14T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1462,215,1677,26129,27806,1520,1729,11444,860,24924,15186,40110,809193,560736,,,,
2020-11-14T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1679,266,1945,49116,51061,932,2420,23854,1835,61678,15072,76750,1313187,848164,,,,
2020-11-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,361,68,429,10347,10776,386,579,7201,242,5077,13142,18219,356390,201299,,,,
2020-11-14T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,146,13,159,2140,2299,-64,245,2564,240,4513,590,5103,49650,29478,,,,
2020-11-14T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1869,228,2097,57608,59705,2417,3578,35563,2816,27166,70918,98084,2547409,984607,Tamponi antigenici 577.984,,,
