data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-04-18T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,321,41,362,1609,1971,29,44,263,253,2487,27016,,,
2020-04-18T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,60,8,68,194,262,-4,2,54,23,339,6056,,,
2020-04-18T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,179,28,207,1349,1556,-26,29,530,239,2325,28888,,,
2020-04-18T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,152,7,159,673,832,13,20,106,73,1011,22794,,,
2020-04-18T17:00:00,ITA,15,Campania,40.83956555,14.25084984,605,76,681,2364,3045,18,37,643,300,3988,46294,,,
2020-04-18T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,3234,296,3530,10054,13584,-1,350,5635,2965,22184,121220,,,
2020-04-18T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,141,27,168,1235,1403,-25,56,1106,222,2731,43293,,,
2020-04-18T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1376,186,1562,2720,4282,68,144,1046,340,5668,89553,,,
2020-04-18T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,901,105,1006,2406,3412,-47,113,1992,897,6301,29322,,,
2020-04-18T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,10042,947,10989,23206,34195,761,1246,19136,12050,65381,255331,,,
2020-04-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,804,88,892,2280,3172,15,53,1754,795,5721,39909,,,
2020-04-18T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,4,31,178,209,1,0,44,16,269,3082,,,
2020-04-18T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3271,323,3594,10629,14223,225,661,3989,2252,20464,91844,,,
2020-04-18T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,594,60,654,2040,2694,38,82,401,314,3409,40423,,,
2020-04-18T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,112,23,135,746,881,9,20,231,86,1198,14087,,,
2020-04-18T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,526,42,568,1603,2171,32,47,305,196,2672,47715,,,
2020-04-18T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,883,198,1081,5389,6470,-113,127,1149,618,8237,99903,,,
2020-04-18T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,276,42,318,1667,1985,-5,55,1098,348,3431,23147,,,
2020-04-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,109,32,141,290,431,-63,7,856,57,1344,24106,,,
2020-04-18T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,107,10,117,432,549,58,80,400,124,1073,4521,,,
2020-04-18T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1287,190,1477,8967,10444,-174,318,4189,1059,15692,247329,,,
