data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-12-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,599,56,655,13331,13986,-481,257,17560,1084,,,32630,471645,257061,Sono stati sottratti 2 casi positivi dei giorni precedenti in quanto duplicati,1,,
2020-12-16T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,109,11,120,5918,6038,-121,95,3398,212,,,9648,169810,168940,,1,,
2020-12-16T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,318,22,340,8542,8882,-240,194,11046,403,,,20331,404395,390145,,3,,
2020-12-16T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1701,124,1825,86379,88204,-2038,900,85972,2424,,,176600,1844893,1246562,,0,,
2020-12-16T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2773,212,2985,59861,62846,-1788,1238,79151,6797,,,148794,2367376,1162546,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 2 casi in quanto giudicati non casi COVID-19.,9,Il dato odierno cumulativo dei tamponi antigenici risente di nuovi allineamenti aziendali al flusso informatico regionale che fino a ieri non venivano trasmessi.,
2020-12-16T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,634,54,688,13063,13751,-188,779,27009,1339,,,42099,837745,317196,,7,,
2020-12-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2869,305,3174,78093,81267,-2954,1220,59004,3099,,,143370,2505142,1957157,,20,,
2020-12-16T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,755,71,826,7203,8029,-86,275,45584,2705,,,56318,660289,308177,,5,Dei 120854 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,
2020-12-16T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4946,629,5575,64158,69733,-6157,2994,356175,24097,,,450005,4514914,2489727,,18,,
2020-12-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,448,75,523,10608,11131,-759,480,23112,1437,,,35680,467740,273780,,2,,
2020-12-16T17:00:00,ITA,14,Molise,41.55774754,14.65916051,58,10,68,2596,2664,6,25,2951,168,,,5783,105591,97296,,2,,
2020-12-16T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,203,22,225,10429,10654,24,285,15903,668,,,27225,339622,156374,,1,,
2020-12-16T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,414,50,464,2338,2802,95,244,15480,808,,,19090,417683,145965,,3,,"Dei 244 casi odierni, 138 sono molecolari con precedente antigenico positivo"
2020-12-16T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3698,257,3955,44148,48103,-2867,1215,132982,7302,,,188387,1801939,1054003,,8,,
2020-12-16T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1498,185,1683,51167,52850,575,1388,21132,2057,,,76039,920849,604637,,42,,
2020-12-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,550,57,607,14877,15484,100,405,11035,623,,,27142,432157,361593,,3,,Si segnala il decesso dei pz: 1 uomo 77 aa residente nella Città Metropolitana di Cagliari			 1 uomo 67 aa residente nella provincia del Sud Sardegna			 1 uomo 76 aa residente nella Città Metropolitana di Cagliari			 1 donna 96 aa residente nella provincia del Sud Sardegna			 1 uomo 63 aa residente nella Città Metropolitana di Cagliari			 1 uomo 60 aa residente nella Città Metropolitana di Cagliari			 1 donna 85 aa residente nella provincia del Sud Sardegna			 1 donna 90 aa residente nella Città Metropolitana di Cagliari			 1 donna 80 aa residente nella provincia del Sud Sardegna			 1 donna 78 aa residente nella provincia del Sud Sardegna			 1 donna 91 aa residente nella provincia di Sassari			 1 uomo 71 aa residente nella provincia di Sassari			 1 uomo 86 aa residente nella provincia di Sassari			 1 uomo 87 aa residente nella provincia di Sassari			 1 donna 72 aa residente nella provincia di Oristano	decesso del 02/12		 1 uomo 85 aa residente nella provincia di Oristano	decesso del 10/12		 1 donna 87 aa residente nella provincia di Oristano	decesso del 14/12		 1 uomo 84 aa residente nella provincia di Sassari			 1 donna 72 aa residente nella provincia di Sassari			 1 uomo 71 aa residente nella provincia di Sassari 3 deceduti residenti nella provincia di Nuoro			 
2020-12-16T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1188,183,1371,33805,35176,-793,1065,44021,2059,,,81256,1108575,744403,,18,,
2020-12-16T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1101,202,1303,13732,15035,-1229,489,95290,3285,,,113610,1746053,1014930,,12,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",
2020-12-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,270,47,317,4006,4323,-237,169,21723,541,,,26587,463909,239527,,4,,
2020-12-16T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,67,7,74,449,523,-4,38,6060,360,,,6943,59111,35825,,1,,
2020-12-16T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,2698,347,3045,91180,94225,1535,3817,101313,5069,,,200607,3043792,1140117,,31,,
