data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2023-05-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,74,2,76,3287,3363,-58,142,651757,3963,,,659083,7490768,1372880,"Il dato ''incremento casi confermati'' è composto da 142 , cioè 69 ''nuovi positivi'' e 73 ''reinfezioni''.",0,,,251092,407991,2607267,4883501,ITF,ITF1
2023-05-11T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,24,0,24,8451,8475,11,15,191069,1029,,,200573,1342602,404798,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” è in corso di revisione.,0,,,71221,129352,703032,639570,ITF,ITF5
2023-05-11T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,80,5,85,585,670,-53,90,633332,3425,,,637427,4345769,3378642,,1,,,202683,434744,1919071,2426698,ITF,ITF6
2023-05-11T17:00:00,ITA,15,Campania,40.83956555,14.25084984,158,6,164,19798,19962,14,267,2433341,11898,,,2465201,20859702,5411621,,0,,"a seguito delle verifiche odierne, si evince che i tre decessi registrati oggi, risalgono a un periodo compreso tra il 28/04 e l' 1/05 2023",955916,1509285,9609914,11249788,ITF,ITF3
2023-05-11T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,438,14,452,2895,3347,21,180,2129787,19450,,,2152584,19563857,2983545,"il dato odierno relativo alla provincia di Forlì-Cesena, risultato negativo rispetto a quello comunicato ieri, è determinato dalla revisione delle posizioni anagrafiche dei casi precedentemente inseriti.",1,,,1092512,1060072,10731270,8832587,ITH,ITH5
2023-05-11T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,89,2,91,612,703,-11,42,573524,6110,,,580337,7748674,1262657,Si segnala che sono ancora in corso di verifica i tamponi elaborati dai laboratori pubblici,1,,,240041,340296,3856453,3892221,ITH,ITH4
2023-05-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,312,13,325,20684,21009,140,311,2379386,12913,,,2413308,26569780,6156113,,0,,,1039359,1373949,9722451,16847329,ITI,ITI4
2023-05-11T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,91,1,92,376,468,-38,76,660365,5929,,,666762,6965426,1521766,,1,,*di cui 52006  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,285545,381217,2702559,4262867,ITC,ITC3
2023-05-11T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,172,2,174,2186,2360,-40,359,4109250,45939,,,4157549,45630389,9255250,,0,,,1539781,2617768,17102481,28527908,ITC,ITC4
2023-05-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,40,1,41,192,233,0,65,713123,4431,,,717787,3743743,2741451,,0,,,223008,494779,2018867,1724876,ITI,ITI3
2023-05-11T17:00:00,ITA,14,Molise,41.55774754,14.65916051,7,1,8,370,378,7,9,101569,730,,,102677,813407,765383,,0,,,29727,72950,535037,278370,ITF,ITF2
2023-05-11T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,9,0,9,58,67,-4,20,294429,1618,,,296114,5603491,868112,"20 nuovi positivi di cui 0 test antigenici confermati da test molecolare, 20 casi diagnosticati con test antigenico e 0 nuovi positivi al test PCR. ",0,,"20 nuovi positivi di cui 0 test antigenici confermati da test molecolare, 20 casi diagnosticati con test antigenico e 0 nuovi positivi al test PCR. ",87142,208972,939649,4663842,ITH,ITH1
2023-05-11T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,14,0,14,160,174,-5,20,244358,1655,,,246187,3051960,606159,,0,,,45114,201073,874757,2177203,ITH,ITH2
