data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-11-21T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,676,73,749,14848,15597,219,541,6717,774,10218,12870,23088,371339,219918,Sono stati conteggiati 26 decessi avvenuti nelle settimane precedenti e non ancora comunicati. ,,,
2020-11-21T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,157,24,181,4989,5170,227,260,1082,110,2035,4327,6362,137987,137110,TOTALI TAMPONI EFFETTUATI/CASI TESTATI E TOTALE CASI POSITIVI RESIDENTI IN REGIONE BASILICATA IN CORSO DI REVISIONE.,,,
2020-11-21T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,426,45,471,9317,9788,421,425,3447,217,1520,11932,13452,340557,333246,,,,
2020-11-21T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2260,198,2458,98677,101135,2143,3554,30672,1249,130332,2724,133056,1407796,985270,,,,
2020-11-21T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2594,241,2835,62245,65080,2146,2723,32672,5312,65480,37584,103064,1977482,1019829,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 3 casi in quanto giudicati non casi COVID-19.,,,
2020-11-21T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,509,55,564,12193,12757,582,1043,10593,633,20317,3666,23983,658272,263440,Nei casi odierni sono compresi 88 casi registrati oggi a sistema dal flusso dati dei laboratori privati (date di prelievo comprese fra il 27 ottobre e 17 novembre),,,
2020-11-21T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3257,337,3594,76282,79876,2130,2658,18273,1958,28357,71750,100107,1990582,1617550,,,,
2020-11-21T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1241,119,1360,14513,15873,-81,761,29416,2227,32708,14808,47516,560338,277654,,,,
2020-11-21T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,8314,936,9250,153435,162685,3044,8853,183472,20359,272904,93612,366516,3769051,2236696,,,,
2020-11-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,544,86,630,14492,15122,145,452,9775,1168,20054,6011,26065,387818,225892,,,,
2020-11-21T17:00:00,ITA,14,Molise,41.55774754,14.65916051,51,9,60,2248,2308,137,157,1416,92,3766,50,3816,81934,76461,,,,
2020-11-21T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,450,39,489,11186,11675,164,548,8528,462,20665,0,20665,291617,143675,Totale Test Antigenici Positivi : 1142,,,
2020-11-21T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,413,40,453,2249,2702,-302,212,10694,577,7252,6721,13973,348903,127347,,,,
2020-11-21T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,5150,390,5540,70552,76092,-453,2896,65346,5496,63328,83606,146934,1405087,890725,,,,
2020-11-21T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1432,197,1629,28791,30420,986,1377,10612,1148,11800,30380,42180,712626,501346,,,,
2020-11-21T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,504,70,574,11340,11914,270,511,5796,379,7544,10545,18089,343699,289864,,,,
2020-11-21T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1568,242,1810,34431,36241,1485,1838,14489,1141,32148,19723,51871,875889,602679,,,,
2020-11-21T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1798,296,2094,51046,53140,-729,1892,37471,2165,72642,20134,92776,1440310,904959,,,,
2020-11-21T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,370,75,445,10978,11423,55,408,9623,323,5995,15374,21369,385737,213635,,,,
2020-11-21T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,149,11,160,1841,2001,-79,91,3641,281,5268,655,5923,53960,31251,,,,
2020-11-21T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,2200,275,2475,68272,70747,2060,3567,45789,3190,29844,89882,119726,2658845,1022442,Tamponi antigenici 751.045,,,
