data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2024-06-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,2,0,2,858,860,6,6,684200,4094,,,689154,7713895,1394549,"Il dato ''incremento casi confermati'' è composto da 6, cioè 4 ''nuovi positivi'' e 2''reinfezioni''. ",0,,,264203,424951,2651263,5062632,ITF,ITF1
2024-06-07T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,0,1,9877,9878,0,0,191616,1055,,,202549,1379239,411593,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” non è reale ed è in corso di revisione.,0,,,71288,131261,704040,675199,ITF,ITF5
2024-06-07T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,3,0,3,3424,3427,3,4,648225,3677,,,655329,4558177,3571878,,0,,,204371,450958,1966480,2591697,ITF,ITF6
2024-06-07T17:00:00,ITA,15,Campania,40.83956555,14.25084984,71,3,74,4759,4833,21,22,2532042,12146,,,2549021,22054950,5550522,,0,,,959989,1589032,9768560,12286390,ITF,ITF3
2024-06-07T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,46,2,48,427,475,9,8,2190449,20042,,,2210966,20161948,3006251,"Il dato odierno dei casi per la provincia, risultato negativo rispetto a quello comunicato ieri, è determinato dalla revisione delle posizioni anagrafiche dei casi precedentemente inseriti.",1,,,1100205,1110761,10835121,9326827,ITH,ITH5
2024-06-07T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,8,0,8,294,302,2,5,592067,6463,,,598832,7899845,1282023,,0,,,242530,356302,3900318,3999527,ITH,ITH4
2024-06-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,57,4,61,61435,61496,21,37,2457902,13271,,,2532669,27682940,6293724,,0,,,1043105,1489564,9765261,17917679,ITI,ITI4
2024-06-07T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,13,2,15,0,15,0,8,684298,6019,,,690332,7165591,1553417,"Si segnala che in seguito all’automatizzazione nella gestione dei database relativi alla sorveglianza COVID-19, sono possibili variazioni delle anagrafiche che possono generare eventuali riduzioni rispetto ai dati comunicati nelle giornate precedenti.",0,,*di cui 61102  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,288513,401819,2715732,4449859,ITC,ITC3
2024-06-07T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,35,2,37,485,522,16,58,4293266,47931,,,4341719,47364836,9491366,,0,,,1553524,2788195,17222640,30142196,ITC,ITC4
2024-06-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,3,0,3,0,3,0,0,732492,4560,,,737055,3807511,2805153,,0,,,223418,513637,2020964,1786547,ITI,ITI3
