data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-05-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,157,4,161,1018,1179,-93,8,1647,394,3220,63956,43904,,
2020-05-22T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,15,1,16,33,49,-11,0,318,27,394,25045,24395,,
2020-05-22T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,34,5,39,185,224,-26,3,2075,291,2590,58188,26585,,
2020-05-22T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,47,1,48,254,302,-24,1,759,96,1157,60847,58588,,
2020-05-22T17:00:00,ITA,15,Campania,40.83956555,14.25084984,312,9,321,971,1292,-81,10,3037,404,4733,161825,76907,,
2020-05-22T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,552,89,641,4089,4730,-196,53,18703,4037,27470,282857,176464,,
2020-05-22T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,68,2,70,415,485,-93,12,2417,325,3227,114062,70035,,
2020-05-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1111,67,1178,2457,3635,-2,31,3285,669,7589,227090,182266,,
2020-05-22T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,269,19,288,1620,1908,-167,45,6074,1407,9389,89529,51771,,
2020-05-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4028,207,4235,21698,25933,-782,293,44667,15784,86384,641593,378934,,
2020-05-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,101,15,116,1652,1768,-64,8,3939,990,6697,93549,59673,,
2020-05-22T17:00:00,ITA,14,Molise,41.55774754,14.65916051,8,2,10,174,184,-10,3,220,22,426,12616,12173,,
2020-05-22T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1414,79,1493,6959,8452,-258,87,17868,3757,30077,276633,182970,,
2020-05-22T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,233,17,250,1588,1838,-1,27,2120,482,4440,99702,67562,,
2020-05-22T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,58,6,64,242,306,-12,0,922,128,1356,48189,41603,,
2020-05-22T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,103,10,113,1406,1519,-3,4,1634,268,3421,129431,114230,,
2020-05-22T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,162,42,204,1582,1786,-91,35,7240,1009,10035,222505,160266,,
2020-05-22T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,32,4,36,571,607,541,10,3326,455,4388,76001,43885,,
2020-05-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,16,2,18,41,59,-2,0,1296,74,1429,61696,43686,,
2020-05-22T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,22,2,24,19,43,0,1,991,143,1177,13531,10607,,
2020-05-22T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,215,12,227,2796,3023,-263,21,14182,1854,19059,559933,295343,,
