data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2024-08-24T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,38,0,38,2486,2524,57,57,685135,4099,,,691758,7730409,1396808,"Il dato incremento casi confermati è composto da 57, cioè 57 ''nuovi positivi'' e 0 ''reinfezioni"".",0,,,265035,426723,2651923,5078486,ITF,ITF1
2024-08-24T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,10,0,10,10073,10083,10,10,191651,1060,,,202794,1383279,412337,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” non è reale ed è in corso di revisione.,0,,,71288,131506,704040,679239,ITF,ITF5
2024-08-24T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,34,5,39,1978,2017,-5,55,652161,3710,,,657888,4574841,3586415,,1,,,204445,453443,1968877,2605964,ITF,ITF6
2024-08-24T17:00:00,ITA,15,Campania,40.83956555,14.25084984,116,3,119,10374,10493,264,304,2544213,12154,,,2566860,22200291,5564438,,0,,,960445,1606415,9776641,12423650,ITF,ITF3
2024-08-24T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,403,14,417,6762,7179,189,189,2190452,20068,,,2217699,20209304,3008353,,1,,,1100715,1116984,10843221,9366083,ITH,ITH5
2024-08-24T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,47,0,47,536,583,4,36,593353,6543,,,600479,7913930,1284120,,0,,,242924,357555,3905425,4008505,ITH,ITH4
2024-08-24T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,199,9,208,75935,76143,496,529,2459491,13293,,,2548927,27806335,6311484,,0,,,1043812,1505115,9768317,18038018,ITI,ITI4
2024-08-24T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,84,0,84,0,84,11,56,688224,6025,,,694333,7200259,1558720,"Si segnala che in seguito all’automatizzazione nella gestione dei database relativi alla sorveglianza COVID-19, sono possibili variazioni delle anagrafiche che possono generare eventuali riduzioni rispetto ai dati comunicati nelle giornate precedenti.",0,,*di cui 62984  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,288407,405926,2716756,4483503,ITC,ITC3
2024-08-24T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,183,4,187,4222,4409,216,520,4307537,48154,,,4360100,47530371,9515344,"La Regione Lombardia comunica che 30 dei 33 decessi riportati il 24 agosto 2024 sono relativi a periodi precedenti: 19 sono relativi al periodo gennaio-luglio 2024 e 11 sono relativi all'anno 2023. Pertanto, l'aumento dei decessi non è riconducibile a nuovi elementi di patologia ma a un recupero massivo di dati.",0,,,1555023,2805077,17234782,30295589,ITC,ITC4
2024-08-24T17:00:00,ITA,11,Marche,43.61675973,13.5188753,65,3,68,0,68,0,6,732555,4562,,,737185,3809200,2806842,,0,,,223418,513767,2020964,1788236,ITI,ITI3
