data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-04-27T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,328,23,351,1679,2030,-38,15,545,299,,,2874,34176,26443,
2020-04-27T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,57,7,64,153,217,-2,0,124,25,,,366,10364,10364,
2020-04-27T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,114,6,120,662,782,-15,7,231,83,,,1096,31787,29834,
2020-04-27T17:00:00,ITA,15,Campania,40.83956555,14.25084984,541,37,578,2299,2877,-47,18,1120,352,,,4349,68727,42463,
2020-04-27T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2640,247,2887,9338,12225,-116,212,9006,3431,,,24662,164979,111041,
2020-04-27T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,130,13,143,1115,1258,10,60,1448,271,,,2977,60940,39330,
2020-04-27T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1464,143,1607,2955,4562,-11,83,1433,397,,,6392,124769,95719,
2020-04-27T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,754,83,837,2743,3580,100,154,2934,1128,,,7642,44039,28739,
2020-04-27T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7525,680,8205,27236,35441,275,590,24589,13449,,,73479,342850,211523,
2020-04-27T17:00:00,ITA,11,Marche,43.61675973,13.5188753,667,58,725,2585,3310,2,16,1933,884,,,6127,52765,35617,
2020-04-27T17:00:00,ITA,14,Molise,41.55774754,14.65916051,20,1,21,179,200,0,0,75,21,,,296,5656,5423,
2020-04-27T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,150,16,166,774,940,-54,15,1286,270,,,2496,38640,18423,
2020-04-27T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,201,23,224,1483,1707,25,101,1881,407,,,3995,33152,20199,
2020-04-27T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2830,214,3044,12464,15508,-11,278,6712,2878,,,25098,139348,99144,
2020-04-27T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,449,51,500,2412,2912,-25,10,641,405,,,3958,56976,55897,
2020-04-27T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,97,19,116,660,776,-7,3,398,109,,,1283,21395,19424,
2020-04-27T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,440,35,475,1648,2123,16,30,731,231,,,3085,70650,66749,
2020-04-27T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,671,154,825,5158,5983,-86,32,2401,795,,,9179,129048,100869,
2020-04-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,90,16,106,181,287,-9,2,1018,65,,,1370,32823,22492,
2020-04-27T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,86,7,93,142,235,-19,5,743,133,,,1111,6551,4873,
2020-04-27T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1099,123,1222,7638,8860,-278,108,7375,1344,,,17579,320027,192751,
