data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-04-20T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,320,38,358,1704,2062,75,91,287,263,2612,27942,22552,,
2020-04-20T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,59,7,66,176,242,-5,0,76,24,342,6868,6868,,
2020-04-20T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,160,19,179,1361,1540,-26,14,605,249,2394,31381,15089,,
2020-04-20T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,140,7,147,681,828,-16,3,135,75,1038,24373,22847,,
2020-04-20T17:00:00,ITA,15,Campania,40.83956555,14.25084984,586,61,647,2372,3019,-3,45,746,309,4074,51090,36153,,
2020-04-20T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,3144,283,3427,10095,13522,-30,307,6266,3079,22867,129530,90894,,
2020-04-20T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,140,22,162,1028,1190,-147,30,1346,239,2775,45161,28777,,
2020-04-20T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1388,185,1573,2792,4365,44,60,1101,349,5815,97823,23067,,
2020-04-20T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,878,102,980,2516,3496,6,141,2216,957,6669,33007,21979,,
2020-04-20T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,10138,901,11039,23548,34587,90,735,20008,12376,66971,270486,173333,dc-IT-0006,dc-EN-0006
2020-04-20T17:00:00,ITA,11,Marche,43.61675973,13.5188753,792,80,872,2340,3212,30,57,1792,822,5826,42782,28006,,
2020-04-20T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,2,29,184,213,-2,2,50,18,281,3783,3683,,
2020-04-20T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3299,301,3600,10957,14557,87,292,4383,2409,21349,99669,73192,,
2020-04-20T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,584,66,650,2160,2810,24,38,431,326,3567,44189,43119,,
2020-04-20T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,115,21,136,718,854,-10,13,288,86,1228,15328,14160,,
2020-04-20T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,526,39,565,1645,2210,8,42,346,203,2759,51373,51373,,
2020-04-20T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,850,182,1032,5536,6568,72,135,1272,667,8507,105857,85946,,
2020-04-20T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,272,40,312,1617,1929,-42,58,1295,366,3590,26211,17347,,
2020-04-20T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,113,29,142,282,424,-12,1,867,58,1349,25562,17099,,
2020-04-20T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,102,8,110,438,548,-14,0,413,127,1088,4799,3910,,
2020-04-20T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1273,180,1453,8608,10061,-149,192,4954,1112,16127,260810,163757,,
