data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2024-10-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,49,0,49,2888,2937,14,29,686858,4111,,,693906,7747664,1398602,"Il dato incremento casi confermati è composto da 29, cioè 20 ''nuovi positivi'' e 9 ''reinfezioni"".",0,,,265629,428277,2652437,5095227,ITF,ITF1
2024-10-22T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,7,0,7,10303,10310,2,2,191700,1062,,,203072,1387541,413057,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” non è reale ed è in corso di revisione.,0,,,71288,131784,704040,683501,ITF,ITF5
2024-10-22T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,5,0,5,1852,1857,2,14,653440,3723,,,659020,4584454,3594529,,0,,,204492,454528,1970228,2614226,ITF,ITF6
2024-10-22T17:00:00,ITA,15,Campania,40.83956555,14.25084984,86,5,91,9910,10001,-5,84,2552482,12166,,,2574649,22314185,5575371,,0,,,960645,1614004,9782461,12531724,ITF,ITF3
2024-10-22T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,582,23,605,12994,13599,115,115,2190452,20123,,,2224174,20249559,3010134,"Il dato odierno dei casi per la provincia, risultato negativo rispetto a quello comunicato ieri, è determinato dalla revisione delle posizioni anagrafiche dei casi precedentemente inseriti.",3,,,1101252,1122922,10850210,9399349,ITH,ITH5
2024-10-22T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,80,1,81,539,620,-18,27,595576,6701,,,602897,7926280,1285731,,0,,,243406,359491,3908246,4018034,ITH,ITH4
2024-10-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,81,4,85,85646,85731,248,267,2460200,13312,,,2559243,27900769,6323976,,1,,,1044436,1514807,9770279,18130490,ITI,ITI4
2024-10-22T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,98,1,99,0,99,-2,42,690133,6112,,,696344,7218737,1561725,"Si segnala che in seguito all’automatizzazione nella gestione dei database relativi alla sorveglianza COVID-19, sono possibili variazioni delle anagrafiche che possono generare eventuali riduzioni rispetto ai dati comunicati nelle giornate precedenti.",0,,*di cui 63816  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,288416,407928,2717281,4501456,ITC,ITC3
2024-10-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,320,10,330,5599,5929,-479,598,4329883,48456,,,4384268,47670393,9533981,,0,,,1557309,2826959,17246656,30423737,ITC,ITC4
2024-10-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,50,4,54,0,54,0,3,732778,4563,,,737395,3810964,2808606,,0,,,223418,513977,2020964,1790000,ITI,ITI3
2024-10-22T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,58,58,0,0,105252,799,,,106109,861369,812028,,0,,,31375,74734,557220,304149,ITF,ITF2
