data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-12-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,647,66,713,14786,15499,-492,262,14947,1017,,,31463,453936,251413,,5,,
2020-12-11T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,116,15,131,6100,6231,-40,104,2864,195,,,9290,164832,163992,,1,,
2020-12-11T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,365,21,386,9030,9416,-360,158,9538,379,,,19333,393096,379815,,2,I tamponi di ieri erano 390.443,
2020-12-11T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1828,144,1972,92508,94480,-1685,1340,74624,2228,,,171332,1769241,1204721,,0,Al momento non è possibile definire il dato dei tamponi antigenici.,Non ci è possibile trasmettere i rimanenti dati perchè in corso di definizione
2020-12-11T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2812,231,3043,61012,64055,-662,1211,70508,6447,,,141010,2294410,1138536,In seguito a verifica sui dati comunicati nei giorni passati è stato eliminato 1 caso in quanto giudicato non caso COVID-19.,18,,
2020-12-11T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,644,63,707,13528,14235,40,843,23210,1187,,,38632,800671,306150,,8,,
2020-12-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3026,339,3365,84828,88193,-2574,1230,46080,2870,,,137143,2429359,1919497,,19,,
2020-12-11T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,803,84,887,7878,8765,-193,340,43632,2627,,,55024,642156,302888,,4,i 108998 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,
2020-12-11T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5417,733,6150,81299,87449,206,2938,327561,23581,,,438591,4383640,2446490,,26,,
2020-12-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,490,86,576,12537,13113,-106,483,19374,1379,,,33866,448004,262113,,5,,
2020-12-11T17:00:00,ITA,14,Molise,41.55774754,14.65916051,50,8,58,2560,2618,63,73,2720,152,,,5490,101503,93735,,2,,
2020-12-11T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,242,27,269,10382,10651,-70,252,15003,629,,,26283,330925,154084,,2,,
2020-12-11T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,411,47,458,1981,2439,-7,160,14783,754,,,17976,406811,143863,,1,,"Dei 160 casi odierni, 40 sono molecolari con precedente antigenico positivo"
2020-12-11T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,4005,300,4305,55686,59991,-1116,1553,116100,6993,,,183084,1730912,1025877,,7,Il numero dei tamponi antigenici positivi è sovrastimato in quanto una quota di casi (fino al 40%) potrebbe essere comunque confermata entro i successivi 10 giorni. Il numero di tamponi antigenici complessivamente effettuati è un di cui del totale riportato quotidianamente.,
2020-12-11T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1595,187,1782,48209,49991,1189,1813,18460,1868,,,70319,878289,585802,,17,,
2020-12-11T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,595,64,659,14406,15065,71,198,9849,563,,,25477,413872,345927,,5,,"Si segnala il decesso dei pz.: -1 uomo 87 aa, Residente nella provincia del Sud Sardegna;				 -1 uomo79 aa, Residente nella provincia di Oristano;				 - 1M, 75 aa, residente nella provincia di Sassari; - 1M, 71 aa, residente nella provincia di Sassari; - 1M, 73 aa, residente nella provincia di Sassari, - 2 decessi in residenti nella provincia di Nuoro."
2020-12-11T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1280,197,1477,34933,36410,-559,999,38033,1923,,,76366,1066271,717462,,15,,
2020-12-11T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1268,241,1509,19315,20824,-1508,657,87191,3082,,,111097,1693046,997485,,13,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",
2020-12-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,314,54,368,4721,5089,-290,219,20238,507,,,25834,450723,235294,,7,,
2020-12-11T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,88,9,97,619,716,-67,11,5749,347,,,6812,57448,35099,,0,,
2020-12-11T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,2566,349,2915,82178,85093,1956,3883,91699,4659,,,181451,2957445,1112770,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo che nei prossimi giorni sarà regolarizzato pertanto per convenzione è stato riportato n. 17 dimissioni da TI invece delle 18,51,,
