data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-11-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,676,72,748,16284,17032,376,623,7582,831,11396,14049,25445,389766,228016,,,,
2020-11-25T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,154,22,176,5691,5867,276,329,1218,133,2227,4991,7218,144321,143446,N.B.: IL NUMERO TOTALE DEI DECESSI NE COMPRENDE N. 2 RIFERITI A PAZIENTI RESIDENTI IN ALTRA REGIONE CON DIAGNOSI E DECESSO AVVENUTO IN STRUTTURE OSPEDALIERE DELLA REGIONE BASILICATA.,,,
2020-11-25T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,425,43,468,9796,10264,129,335,4345,250,1569,13290,14859,350996,342655,,,,
2020-11-25T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2282,192,2474,99674,102148,-703,2815,39428,1434,139941,3069,143010,1484741,1028617,,,,
2020-11-25T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2763,249,3012,69514,72526,1182,2130,34681,5493,70428,42272,112700,2040254,1048727,In seguito a verifica sui dati comunicati nei giorni passati è stato eliminato 1 caso in quanto giudicato non caso COVID-19.,,,
2020-11-25T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,588,54,642,12894,13536,189,696,12034,715,22310,3975,26285,679986,268850,I casi di oggi riportano 55 positività da laboratori privati comprese nel periodo 5-23 novembre ,,,
2020-11-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3348,349,3697,82868,86565,769,2102,20881,2146,30494,79098,109592,2092689,1703897,,,,
2020-11-25T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1115,123,1238,12817,14055,-728,460,33018,2308,33844,15537,49381,578449,283560,,,,
2020-11-25T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,8114,942,9056,128973,138029,-10731,5173,227924,21005,286833,100125,386958,3904809,2289221,,,,
2020-11-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,578,94,672,15359,16031,314,448,10312,1211,21196,6358,27554,398356,231259,,,,
2020-11-25T17:00:00,ITA,14,Molise,41.55774754,14.65916051,66,10,76,2474,2550,91,106,1528,99,4127,50,4177,86418,80516,,,,
2020-11-25T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,442,41,483,11117,11600,-56,341,9863,498,21961,0,21961,300122,146006,TEST ANTIGENICI POSITIVI : 88,,,
2020-11-25T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,421,41,462,1985,2447,-25,179,11494,606,7483,7064,14547,359553,130165,,,,
2020-11-25T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,5095,403,5498,72423,77921,846,2878,72529,5803,66552,89701,156253,1468297,923880,,,,
2020-11-25T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1483,210,1693,32378,34071,1112,1511,12192,1302,13419,34146,47565,742930,518776,Per 1171 casi non è disponibile la provenienza,,,
2020-11-25T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,515,76,591,12106,12697,135,351,6529,413,8288,11351,19639,356555,300076,,,,
2020-11-25T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1574,250,1824,36496,38320,121,1317,17359,1322,34777,22224,57001,911444,625213,,,,
2020-11-25T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1754,286,2040,47240,49280,-1426,986,46318,2378,75858,22118,97976,1494998,928848,effettuati  72404 tamponi rapidi antigenici di cui 3027 odierni,,,
2020-11-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,361,70,431,9506,9937,-260,386,12186,355,6314,16164,22478,399810,219242,,,,
2020-11-25T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,137,16,153,1530,1683,-84,27,4219,297,5526,673,6199,56803,32389,,,,
2020-11-25T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,2422,305,2727,72411,75138,1784,2660,51509,3429,31612,98464,130076,2714890,1039770,Tamponi antigenici 837.947 numero di soggetti che hanno effettuato almeno un tampone molecolare o un tampone rapido 1.329.960 ,,,
