data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2022-11-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,182,6,188,16123,16311,171,908,587292,3757,,,607360,7117114,1342950,Dal totale dei positivi sono stati eliminati 2 casi: 1 in quanto duplicato e 1 in quanto già segnalato da altra Regione. Nota Informativa: Il decesso comunicato in data odierna è avvenuto nei giorni scorsi e comunicato oggi dalla ASL di Avezzano - Sulmona - L'Aquila.,1,,,233666,373694,2535858,4581256,ITF,ITF1
2022-11-25T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,32,0,32,5117,5149,71,117,185856,994,,,191999,1278561,394053,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” è in corso di revisione.,0,,,70617,121382,695348,583213,ITF,ITF5
2022-11-25T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,123,7,130,6765,6895,-73,629,584816,3115,,,594826,3993824,3075449,,1,,L' ASP di Cosenza comunica 175 nuovi soggetti positivi di cui 1 fuori regione  							,198547,396279,1834955,2158869,ITF,ITF6
2022-11-25T17:00:00,ITA,15,Campania,40.83956555,14.25084984,321,17,338,43824,44162,493,2100,2285248,11384,,,2340794,19635408,5297508,,3,,,946434,1394360,9342119,10293289,ITF,ITF3
2022-11-25T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,1378,39,1417,39362,40779,1137,3643,1967412,18464,,,2026655,18581876,2924202,"Sono stati eliminati 2 casi, comunicati nei giorni precedenti, in quanto giudicati non casi COVID-19.",6,,,1067132,959523,10347475,8234401,ITH,ITH5
2022-11-25T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,211,4,215,8351,8566,285,948,529261,5681,,,543508,7417954,1230709,Il totale dei casi positivi è stato ridotto di 1 a seguito di un test positivo rimosso dopo revisione del caso (caso relativo alla provincia di PN)		,1,,,232760,310748,3723305,3694649,ITH,ITH4
2022-11-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,732,30,762,47682,48444,601,3059,2181373,12347,,,2242164,25036321,6006153,,2,,,1027081,1215083,9453197,15583124,ITI,ITI4
2022-11-25T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,339,10,349,9024,9373,355,1117,609560,5663,,,624596,6567902,1474572,,2,,*di cui 41448  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,272943,351653,2639017,3928885,ITC,ITC3
2022-11-25T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1313,20,1333,74447,75780,-3790,6552,3805586,43696,,,3925062,43391016,8991668,,2,,,1517998,2407064,16803034,26587982,ITC,ITC4
2022-11-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,160,7,167,7241,7408,123,1101,661884,4197,,,673489,3641046,2638749,,0,,,221605,451884,2012256,1628790,ITI,ITI3
2022-11-25T17:00:00,ITA,14,Molise,41.55774754,14.65916051,11,1,12,5175,5187,66,116,90189,694,,,96070,762483,716005,,0,,,28533,67537,499365,263118,ITF,ITF2
2022-11-25T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,45,0,45,1530,1575,-37,182,283334,1590,,,286499,5495995,857674,"182 nuovi positivi di cui 0 test antigenici confermati da test molecolare, 181 casi diagnosticati con test antigenico e 1 nuovi positivi al test PCR. ",0,,"182 nuovi positivi di cui 0 test antigenici confermati da test molecolare, 181 casi diagnosticati con test antigenico e 1 nuovi positivi al test PCR. ",86615,199884,924792,4571203,ITH,ITH1
2022-11-25T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,41,1,42,1661,1703,39,251,231962,1624,,,235289,2963173,598020,,0,,,44394,190895,865957,2097216,ITH,ITH2
2022-11-25T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,648,20,668,41141,41809,499,2621,1588498,13715,,,1644022,20432232,4302429,,3,,,514639,1129383,5080273,15351959,ITC,ITC1
2022-11-25T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,202,11,213,15540,15753,211,1299,1523888,9259,,,1548900,13193748,2752693,,1,,,505771,1043129,4736435,8457313,ITF,ITF4
2022-11-25T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,92,3,95,6476,6571,-288,505,473540,2832,,,482943,5265629,1748381,,0,,"L'incremento dei nuovi casi tiene conto anche dei casi diagnosticati con test antigenico. Pertanto si specifica che dei 505 casi dichiarati oggi, 438 sono stati diagnosticati da tampone antigenico ",176749,306194,2187923,3077706,ITG,ITG2
2022-11-25T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,371,27,398,27622,28020,1050,1591,1685566,12299,,,1725885,15734159,10104881,,1,,,528379,1197506,5143827,10590332,ITG,ITG1
2022-11-25T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,482,16,498,62899,63397,857,2074,1441935,11145,,,1516477,16130933,5300885,,0,,,699348,817129,7019898,9111035,ITI,ITI1
