data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2024-08-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,38,0,38,2533,2571,47,47,685135,4099,,,691805,7730776,1396854,"Il dato incremento casi confermati è composto da 47, cioè 47 ''nuovi positivi'' e 0 ''reinfezioni"".",0,,,265035,426770,2651934,5078842,ITF,ITF1
2024-08-25T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,13,0,13,10077,10090,7,8,191652,1060,,,202802,1383350,412348,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” non è reale ed è in corso di revisione.,0,,,71288,131514,704040,679310,ITF,ITF5
2024-08-25T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,31,5,36,1980,2016,-1,35,652197,3710,,,657923,4575031,3586582,,0,,,204445,453478,1968918,2606113,ITF,ITF6
2024-08-25T17:00:00,ITA,15,Campania,40.83956555,14.25084984,117,3,120,10570,10690,197,202,2544218,12154,,,2567062,22201714,5564597,,0,,,960449,1606613,9776695,12425019,ITF,ITF3
2024-08-25T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,400,16,416,6878,7294,115,115,2190452,20068,,,2217814,20209840,3008369,,2,,,1100724,1117090,10843276,9366564,ITH,ITH5
2024-08-25T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,48,0,48,520,568,-15,26,593392,6545,,,600505,7914043,1284142,,0,,,242930,357575,3905441,4008602,ITH,ITH4
2024-08-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,194,8,202,76115,76317,174,184,2459501,13293,,,2549111,27807183,6311530,,0,,,1043813,1505298,9768330,18038853,ITI,ITI4
2024-08-25T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,87,0,87,0,87,3,38,688259,6025,,,694371,7200520,1558774,"Si segnala che in seguito all’automatizzazione nella gestione dei database relativi alla sorveglianza COVID-19, sono possibili variazioni delle anagrafiche che possono generare eventuali riduzioni rispetto ai dati comunicati nelle giornate precedenti.",0,,*di cui 62996  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,288406,405965,2716759,4483761,ITC,ITC3
2024-08-25T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,180,4,184,4355,4539,130,196,4307596,48161,,,4360296,47531615,9515511,,0,,,1555032,2805264,17234882,30296733,ITC,ITC4
2024-08-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,65,3,68,0,68,0,2,732557,4562,,,737187,3809275,2806917,,0,,,223418,513769,2020964,1788311,ITI,ITI3
2024-08-25T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,92,92,0,0,104936,798,,,105826,858839,809540,,0,,,31241,74585,556697,302142,ITF,ITF2
2024-08-25T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,16,1,17,0,17,0,2,299647,1675,,,301339,5631325,871532,"2 nuovi positivi di cui 0 test antigenici confermati da test molecolare, 0 casi diagnosticati con test antigenico e 2 nuovi positivi al test PCR.",0,,"2 nuovi positivi di cui 0 test antigenici confermati da test molecolare, 0 casi diagnosticati con test antigenico e 2 nuovi positivi al test PCR.",87802,213537,946316,4685009,ITH,ITH1
2024-08-25T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,22,0,22,173,195,8,13,252401,1684,,,254280,3101519,611108,,0,,,45858,208422,880528,2220991,ITH,ITH2
2024-08-25T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,121,2,123,55778,55901,43,76,1740754,13931,,,1810586,22775515,4564978,,0,,,520104,1290482,5156770,17618745,ITC,ITC1
2024-08-25T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,61,1,62,6587,6649,47,113,1682072,10106,,,1698827,14775765,3058917,,0,,,515490,1183337,4895071,9880694,ITF,ITF4
2024-08-25T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,135,6,141,12494,12635,24,27,514123,2980,,,529738,5614634,1767935,,0,,,180340,349398,2248044,3366590,ITG,ITG2
2024-08-25T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,167,8,175,1345,1520,14,18,1821696,13107,,,1836323,16980841,11316721,,0,,,543578,1292745,5510729,11470112,ITG,ITG1
2024-08-25T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,203,4,207,2027,2234,104,104,1646519,12591,,,1661344,17473576,5487465,,0,,,735268,926076,7162638,10310938,ITI,ITI1
