data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-06-26T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,30,2,32,326,358,-13,1,2466,461,3112,173,3285,102606,68584,
2020-06-26T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,0,1,6,7,0,0,367,27,401,0,401,38690,37910,NEI CASI POSITIVI COMPRESI N. 2 PAZIENTI IN ISOLAMENTO DOMICILIARE PROVENIENTI DA ALTRA REGIONE
2020-06-26T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,9,0,9,21,30,2,3,1051,97,1175,3,1178,92448,90414,
2020-06-26T17:00:00,ITA,15,Campania,40.83956555,14.25084984,41,1,42,122,164,0,3,4070,431,4664,1,4665,272874,131984,
2020-06-26T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,109,12,121,923,1044,-24,46,23097,4252,27944,449,28393,478941,285701,"In seguito a verifica sono stati eliminati 4 casi da Ferrara in quanto inserimento duplicato dello stesso paziente con dati anagrafici non corretti. Il numero totale di ieri (25/06) pertanto è di 28347 e non 28351."
2020-06-26T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,13,0,13,35,48,-5,2,2914,345,3306,1,3307,183824,104501,
2020-06-26T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,185,13,198,618,816,-46,13,6412,836,5971,2093,8064,329074,269189,
2020-06-26T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,54,3,57,207,264,5,4,8138,1556,9014,944,9958,142669,76437,
2020-06-26T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,501,47,548,11092,11640,-352,156,65323,16624,88720,4867,93587,1004753,600985,
2020-06-26T17:00:00,ITA,11,Marche,43.61675973,13.5188753,10,0,10,397,407,-53,2,5385,991,6781,2,6783,133947,80847,
2020-06-26T17:00:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,28,29,-7,1,393,23,444,1,445,22008,20958,
2020-06-26T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,1,4,81,85,-2,0,2257,292,2634,0,2634,82441,39893,
2020-06-26T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,51,52,0,4,4402,405,3375,1484,4859,117401,60783,
2020-06-26T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,307,14,321,1264,1585,-96,15,25649,4077,27693,3618,31311,406121,253971,
2020-06-26T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,27,0,27,126,153,-20,1,3835,543,2308,2223,4531,171968,113789,Per 1657 casi non è disponibile la provenienza
2020-06-26T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,7,12,-2,0,1218,132,1360,2,1362,80546,67848,
2020-06-26T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,18,4,22,107,129,-1,0,2666,281,2748,328,3076,201836,165403,
2020-06-26T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,21,6,27,287,314,-10,2,8809,1103,10027,199,10226,326645,223804,
2020-06-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,1,3,7,10,0,1,1351,79,1428,12,1440,92704,63545,
2020-06-26T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,2,0,2,2,4,-1,0,1044,146,1083,111,1194,17941,13610,
2020-06-26T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,16,1,17,470,487,-40,5,16768,2007,19252,10,19262,916485,398960,
