data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2021-01-01T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,435,38,473,10900,11373,300,410,23132,1218,,,35723,519874,270995,Dal totale dei casi positivi è stato eliminato un caso in quanto duplicato.,3,,
2021-01-01T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,83,5,88,6053,6141,90,156,4585,256,,,10982,185256,118358,"N. 7 decessi sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",1,,
2021-01-01T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,233,18,251,8612,8863,46,345,14923,479,,,24265,442569,423838,,3,,
2021-01-01T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1359,104,1463,76865,78328,1073,1734,110215,2864,,,191407,2055822,1375469,,19,,
2021-01-01T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2643,231,2874,53913,56787,-559,2629,109546,7808,,,174141,2583512,1232042,,11,,
2021-01-01T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,647,63,710,11043,11753,-45,715,37320,1669,,,50742,940153,342937,,11,,
2021-01-01T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2752,305,3057,73304,76361,1188,1913,84811,3792,,,164964,2721083,2052446,,13,,
2021-01-01T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,664,63,727,4870,5597,-23,412,52386,2898,,,60881,714541,324246,,4,I 162362 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,
2021-01-01T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3352,487,3839,51473,55312,689,3056,401444,25203,,,481959,4885034,2617001,,13,,
2021-01-01T17:00:00,ITA,11,Marche,43.61675973,13.5188753,479,61,540,11199,11739,561,693,28997,1581,,,42317,537533,318488,,6,,
2021-01-01T17:00:00,ITA,14,Molise,41.55774754,14.65916051,46,11,57,1666,1723,-189,106,4719,192,,,6634,116571,106724,,1,,
2021-01-01T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,159,27,186,10607,10793,124,270,18229,742,,,29764,363649,163276,,1,,
2021-01-01T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,362,39,401,1498,1899,37,193,19182,952,,,22033,453381,151838,,0,,"Dei 193 casi odierni, 46 sono molecolari con precedente antigenico positivo"
2021-01-01T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2784,184,2968,23561,26529,-1728,1058,164397,7960,,,198886,1688316,987563,,5,,
2021-01-01T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1476,137,1613,52300,53913,911,1395,35965,2481,,,92359,1051359,655493,,13,,
2021-01-01T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,479,42,521,16158,16679,226,365,14048,751,,,31478,485824,407806,,1,,Si Segnalano i decessi di:   - 1 uomo 83 aa Residente nella Città Metropolitana di Cagliari  - 1 uomo 72 aa Residente nella Provincia del Sud Sardegna  - 1 donna 98 aa Residente nella Città Metropolitana di Cagliari  - 1 uomo 88 aa Residente nella Città Metropolitana di Cagliari 
2021-01-01T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1073,176,1249,33098,34347,479,1122,57979,2440,,,94766,1226629,817045,,11,,
2021-01-01T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,810,143,953,8883,9836,158,589,107381,3700,,,120917,1893356,1064848,,5,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",
2021-01-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,254,46,300,3504,3804,27,228,24759,625,,,29188,506256,253369,,3,,
2021-01-01T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,75,1,76,332,408,-3,17,6501,381,,,7290,62831,37570,,0,,
2021-01-01T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,2657,372,3029,89553,92582,1509,4805,159469,6629,,,258680,3322582,1220624,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato n.4 dimissioni da TI invece delle 8 effettive che includono anche i negativizzati.,21,,
