data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2024-07-27T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,10,1,11,1314,1325,13,36,684486,4095,,,689906,7721305,1395691,"Il dato incremento casi confermati è composto da 36, cioè 36 ''nuovi positivi'' e 0 ''reinfezioni"".",0,,,264463,425443,2651557,5069748,ITF,ITF1
2024-07-27T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,2,1,3,9919,9922,3,3,191627,1058,,,202607,1381500,412014,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” non è reale ed è in corso di revisione.,0,,,71288,131319,704040,677460,ITF,ITF5
2024-07-27T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,18,0,18,1926,1944,4,45,650450,3689,,,656083,4567874,3580660,,0,,,204399,451684,1967632,2600242,ITF,ITF6
2024-07-27T17:00:00,ITA,15,Campania,40.83956555,14.25084984,109,3,112,8545,8657,-241,418,2535577,12151,,,2556385,22150284,5559655,,0,,,960223,1596162,9774561,12375723,ITF,ITF3
2024-07-27T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,249,2,251,2680,2931,192,192,2190452,20050,,,2213433,20188075,3007511,,0,,,1100411,1113022,10839947,9348128,ITH,ITH5
2024-07-27T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,48,0,48,435,483,9,29,592492,6483,,,599458,7908017,1283265,,0,,,242693,356765,3903684,4004333,ITH,ITH4
2024-07-27T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,158,3,161,68298,68459,333,345,2458977,13282,,,2540718,27763700,6305223,,0,,,1043458,1497260,9767218,17996482,ITI,ITI4
2024-07-27T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,84,1,85,0,85,4,53,685739,6021,,,691845,7180650,1556276,"Si segnala che in seguito all’automatizzazione nella gestione dei database relativi alla sorveglianza COVID-19, sono possibili variazioni delle anagrafiche che possono generare eventuali riduzioni rispetto ai dati comunicati nelle giornate precedenti.",0,,*di cui 61792  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,288504,403341,2716334,4464316,ITC,ITC3
2024-07-27T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,125,0,125,3494,3619,205,406,4298737,48013,,,4350369,47465893,9506315,,0,,,1554260,2796109,17230250,30235643,ITC,ITC4
2024-07-27T17:00:00,ITA,11,Marche,43.61675973,13.5188753,31,1,32,0,32,0,0,732533,4560,,,737125,3808444,2806086,,0,,,223418,513707,2020964,1787480,ITI,ITI3
