data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2024-09-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,34,2,36,2563,2599,-6,6,686053,4105,,,692757,7737865,1397655,"Il dato incremento casi confermati è composto da 6, cioè 6 ''nuovi positivi'' e 0 ''reinfezioni"".",1,,,265266,427491,2652145,5085720,ITF,ITF1
2024-09-16T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,11,0,11,10206,10217,4,4,191673,1062,,,202952,1385150,412658,Il dato relativo al numero dei “Casi in isolamento domiciliare” ed ai “Guariti” non è reale ed è in corso di revisione.,0,,,71288,131664,704040,681110,ITF,ITF5
2024-09-16T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,14,0,14,1891,1905,2,5,652926,3717,,,658548,4579377,3590215,,0,,,204469,454079,1969602,2609775,ITF,ITF6
2024-09-16T17:00:00,ITA,15,Campania,40.83956555,14.25084984,106,3,109,9743,9852,-216,35,2549215,12161,,,2571228,22245003,5568732,,0,,,960534,1610694,9778507,12466496,ITF,ITF3
2024-09-16T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,378,14,392,9339,9731,35,35,2190452,20091,,,2220274,20224990,3008989,"Il dato odierno dei casi per la provincia, risultato negativo rispetto a quello comunicato ieri, è determinato dalla revisione delle posizioni anagrafiche dei casi precedentemente inseriti.",1,,,1100935,1119339,10845696,9379294,ITH,ITH5
2024-09-16T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,60,1,61,473,534,-20,12,594167,6591,,,601292,7918390,1284762,,1,,,243068,358224,3906485,4011905,ITH,ITH4
2024-09-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,146,7,153,79928,80081,44,52,2459822,13303,,,2553206,27841601,6316075,,0,,,1044220,1508986,9769152,18072449,ITI,ITI4
2024-09-16T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,41,0,41,0,41,-8,5,689078,6048,,,695167,7207703,1560026,"Si segnala che in seguito all’automatizzazione nella gestione dei database relativi alla sorveglianza COVID-19, sono possibili variazioni delle anagrafiche che possono generare eventuali riduzioni rispetto ai dati comunicati nelle giornate precedenti.",0,,*di cui 63307  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,288410,406757,2717036,4490667,ITC,ITC3
2024-09-16T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,166,5,171,3661,3832,15,90,4314762,48244,,,4366838,47575485,9521552,,0,,,1555549,2811289,17238193,30337292,ITC,ITC4
2024-09-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,35,2,37,0,37,0,5,732710,4563,,,737310,3810125,2807767,,0,,,223418,513892,2020964,1789161,ITI,ITI3
2024-09-16T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,92,92,0,0,105078,799,,,105969,859837,810519,,0,,,31306,74663,556897,302940,ITF,ITF2
2024-09-16T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,19,0,19,0,19,-3,4,299767,1676,,,301462,5631862,871628,"4 nuovi positivi di cui 2 test antigenici confermati da test molecolare, 0 casi diagnosticati con test antigenico e 2 nuovi positivi al test PCR.",0,,"4 nuovi positivi di cui 2 test antigenici confermati da test molecolare, 0 casi diagnosticati con test antigenico e 2 nuovi positivi al test PCR.",87852,213610,946543,4685319,ITH,ITH1
2024-09-16T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,21,0,21,83,104,-9,4,252749,1684,,,254537,3103074,611260,,0,,,45874,208663,880630,2222444,ITH,ITH2
