data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-04-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,315,54,369,1355,1724,89,106,190,206,,,2120,19441,,
2020-04-11T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,60,12,72,209,281,2,4,14,17,,,312,4050,,
2020-04-11T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,169,15,184,608,792,6,14,57,66,,,915,17493,,
2020-04-11T17:00:00,ITA,15,Campania,40.83956555,14.25084984,582,85,667,2335,3002,39,75,277,238,,,3517,33781,,
2020-04-11T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3530,341,3871,9624,13495,145,507,3659,2481,,,19635,91759,,
2020-04-11T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,172,28,200,1182,1382,-16,44,826,185,,,2393,29685,,
2020-04-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1264,203,1467,2263,3730,97,140,720,273,,,4723,65241,,
2020-04-11T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1003,146,1149,2184,3333,32,185,1309,734,,,5376,20888,,
2020-04-11T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,12026,1174,13200,17058,30258,728,1544,16823,10511,,,57592,196302,,
2020-04-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,960,118,1078,2153,3231,-85,127,1291,689,,,5211,20060,,
2020-04-11T17:00:00,ITA,14,Molise,41.55774754,14.65916051,28,4,32,161,193,0,3,39,14,,,246,2201,,
2020-04-11T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,246,56,302,967,1269,-48,2,488,200,,,1957,22186,,
2020-04-11T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,335,62,397,1667,2064,70,154,622,284,,,2970,16646,,
2020-04-11T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3435,384,3819,8351,12170,594,996,2205,1633,,,16008,62577,,
2020-04-11T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,627,73,700,1702,2402,66,95,249,253,,,2904,29463,,
2020-04-11T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,24,137,751,888,12,28,130,73,,,1091,10120,,
2020-04-11T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,562,58,620,1381,2001,34,62,209,154,,,2364,33787,,
2020-04-11T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,997,237,1234,4758,5992,170,231,499,467,,,6958,75756,,
2020-04-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,137,39,176,547,723,-29,7,534,52,,,1309,17661,,
2020-04-11T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,118,17,135,455,590,-12,23,205,107,,,902,3464,,
2020-04-11T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1465,251,1716,9033,10749,102,347,2188,831,,,13768,190912,,
