data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-05-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,300,16,316,1552,1868,-11,32,798,330,,,2996,40699,29788,
2020-05-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,48,3,51,143,194,3,6,167,25,,,386,14210,14210,
2020-05-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,95,4,99,603,702,-11,2,324,88,,,1114,38835,36874,
2020-05-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,455,30,485,2241,2726,5,25,1394,364,,,4484,86498,47027,
2020-05-03T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,1997,197,2194,6851,9045,-278,166,13329,3642,,,26016,197075,131047,
2020-05-03T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,131,6,137,950,1087,-22,13,1688,297,,,3072,74990,48041,
2020-05-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1346,95,1441,2944,4385,-67,53,1916,508,,,6809,150912,117796,
2020-05-03T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,627,68,695,2856,3551,-47,47,3599,1209,,,8359,54492,34613,
2020-05-03T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6609,532,7141,29785,36926,259,526,26371,14231,,,77528,410857,247176,
2020-05-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,400,43,443,2755,3198,-7,21,2194,927,,,6319,64412,42281,
2020-05-03T17:00:00,ITA,14,Molise,41.55774754,14.65916051,8,1,9,172,181,-1,0,98,22,,,301,7075,6808,
2020-05-03T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,109,11,120,545,665,-38,1,1590,281,,,2536,44240,20166,
2020-05-03T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,136,17,153,1094,1247,-35,66,2571,429,,,4247,41095,24085,
2020-05-03T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2496,169,2665,12973,15638,-81,251,8640,3152,,,27430,172208,121176,
2020-05-03T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,410,40,450,2505,2955,1,11,765,424,,,4144,66443,64781,
2020-05-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,92,10,102,587,689,-41,4,511,119,,,1319,27737,24662,
2020-05-03T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,383,29,412,1791,2203,17,27,795,242,,,3240,85955,78409,
2020-05-03T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,513,112,625,4703,5328,-37,38,3363,872,,,9563,150914,114354,
2020-05-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,58,13,71,112,183,-13,0,1143,68,,,1394,38823,26973,
2020-05-03T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,74,2,76,33,109,11,6,895,138,,,1142,8100,6046,
2020-05-03T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,955,103,1058,6241,7299,-132,94,9503,1516,,,18318,378202,220598,
