data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-03-20T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,190,48,238,184,422,56,64,10,17,,,449,2695,,
2020-03-20T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,8,5,13,39,52,15,15,0,0,,,52,443,,
2020-03-20T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,71,16,87,114,201,37,38,2,4,,,207,2690,,
2020-03-20T17:00:00,ITA,15,Campania,40.83956555,14.25084984,130,41,171,531,702,97,97,30,17,,,749,3845,,
2020-03-20T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2083,267,2350,2739,5089,583,754,239,640,,,5968,20753,,
2020-03-20T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,143,32,175,380,555,33,57,63,38,,,656,4964,,
2020-03-20T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,537,47,584,328,912,171,185,53,43,,,1008,13889,,
2020-03-20T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,573,121,694,307,1001,118,162,101,119,,,1221,3794,,
2020-03-20T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7735,1050,8785,6635,15420,1482,2380,4295,2549,,,22264,57174,,
2020-03-20T17:00:00,ITA,11,Marche,43.61675973,13.5188753,704,138,842,1002,1844,222,244,0,137,,,1981,5170,,
2020-03-20T17:00:00,ITA,14,Molise,41.55774754,14.65916051,20,6,26,13,39,1,4,6,5,,,50,426,,
2020-03-20T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,99,24,123,407,530,109,112,1,17,,,548,4433,,
2020-03-20T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,198,34,232,368,600,109,119,29,13,,,642,2656,,
2020-03-20T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1541,280,1821,1423,3244,490,529,8,209,,,3461,9975,,
2020-03-20T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,191,31,222,329,551,102,103,4,26,,,581,4789,,
2020-03-20T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,56,15,71,217,288,84,87,3,2,,,293,1912,,
2020-03-20T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,168,42,210,169,379,58,68,25,4,,,408,4468,,
2020-03-20T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,601,189,790,923,1713,291,311,33,47,,,1793,10405,,
2020-03-20T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,75,24,99,285,384,56,61,4,7,,,395,2303,,
2020-03-20T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,54,9,63,194,257,48,49,0,7,,,264,814,,
2020-03-20T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,843,236,1079,2598,3677,508,547,223,131,,,4031,49288,,
