data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-03-03T18:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,5,0,5,1,6,1,1,0,0,,,6,52,,
2020-03-03T18:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,1,1,1,1,0,0,,,1,42,,
2020-03-03T18:00:00,ITA,18,Calabria,38.90597598,16.59440194,0,0,0,1,1,0,0,0,0,,,1,39,,
2020-03-03T18:00:00,ITA,15,Campania,40.83956555,14.25084984,11,0,11,19,30,13,13,0,0,,,30,405,,
2020-03-03T18:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,187,24,211,187,398,74,85,4,18,,,420,2012,,
2020-03-03T18:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,1,0,1,12,13,4,4,0,0,,,13,354,,
2020-03-03T18:00:00,ITA,12,Lazio,41.89277044,12.48366722,10,0,10,1,11,7,7,3,0,,,14,877,,
2020-03-03T18:00:00,ITA,07,Liguria,44.41149315,8.9326992,12,2,14,5,19,1,2,4,1,,,24,121,,
2020-03-03T18:00:00,ITA,03,Lombardia,45.46679409,9.190347404,698,167,865,461,1326,249,266,139,55,,,1520,9577,,
2020-03-03T18:00:00,ITA,11,Marche,43.61675973,13.5188753,27,13,40,19,59,25,26,0,2,,,61,200,,
2020-03-03T18:00:00,ITA,14,Molise,41.55774754,14.65916051,3,0,3,0,3,3,3,0,0,,,3,13,,
2020-03-03T18:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,1,0,1,0,1,0,0,0,0,,,1,20,,
2020-03-03T18:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,3,4,4,4,0,0,,,4,122,,
2020-03-03T18:00:00,ITA,01,Piemonte,45.0732745,7.680687483,13,3,16,40,56,5,5,0,0,,,56,458,,
2020-03-03T18:00:00,ITA,16,Puglia,41.12559576,16.86736689,2,0,2,4,6,2,2,0,0,,,6,298,,
2020-03-03T18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,1,0,1,0,1,1,1,0,0,,,1,29,,
2020-03-03T18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,2,0,2,3,5,0,0,2,0,,,7,307,,
2020-03-03T18:00:00,ITA,09,Toscana,43.76923077,11.25588885,10,0,10,8,18,6,6,1,0,,,19,697,,
2020-03-03T18:00:00,ITA,10,Umbria,43.10675841,12.38824698,1,1,2,6,8,6,6,0,0,,,8,45,,
2020-03-03T18:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,,,0,12,,
2020-03-03T18:00:00,ITA,05,Veneto,45.43490485,12.33845213,49,19,68,229,297,26,34,7,3,,,307,10176,,
