data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-05-31T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,104,4,108,667,775,5,7,2064,405,,,3244,75652,50050,pd-IT-0022
2020-05-31T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,4,0,4,25,29,-2,0,343,27,,,399,29880,29130,
2020-05-31T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,22,1,23,121,144,-7,0,917,97,,,1158,70274,68015,
2020-05-31T17:00:00,ITA,15,Campania,40.83956555,14.25084984,227,5,232,748,980,-1,5,3410,412,,,4802,201543,98096,
2020-05-31T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,393,57,450,2713,3163,-116,31,20513,4114,,,27790,325482,197423,
2020-05-31T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,41,1,42,236,278,-27,2,2662,333,,,3273,134378,80223,
2020-05-31T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,730,57,787,2196,2983,-72,13,4010,735,,,7728,255474,206235,
2020-05-31T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,195,8,203,466,669,-112,12,7529,1465,,,9663,106363,59374,
2020-05-31T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3131,170,3301,17695,20996,-813,210,51860,16112,,,88968,753874,445930,
2020-05-31T17:00:00,ITA,11,Marche,43.61675973,13.5188753,62,9,71,1267,1338,-9,3,4405,987,,,6730,103634,65617,
2020-05-31T17:00:00,ITA,14,Molise,41.55774754,14.65916051,2,2,4,141,145,-11,0,269,22,,,436,14631,13985,
2020-05-31T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,13,4,17,110,127,-10,1,2179,291,,,2597,66247,30790,
2020-05-31T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,13,3,16,288,304,-62,1,3664,462,,,4430,88558,48665,
2020-05-31T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,973,58,1031,4130,5161,-129,54,21609,3867,,,30637,319133,207714,
2020-05-31T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,143,11,154,1023,1177,-45,4,2813,504,,,4494,118652,79314,
2020-05-31T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,33,2,35,150,185,-1,0,1041,130,,,1356,57296,49016,
2020-05-31T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,65,7,72,914,986,-13,1,2183,274,,,3443,150054,128717,
2020-05-31T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,97,28,125,986,1111,-55,4,7952,1041,,,10104,252090,179296,
2020-05-31T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,15,2,17,14,31,0,0,1324,76,,,1431,70553,50271,
2020-05-31T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,12,0,12,3,15,-2,1,1026,143,,,1184,15203,11926,
2020-05-31T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,112,6,118,1382,1500,-112,6,15734,1918,,,19152,669768,333834,
