data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-03-21T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,185,44,229,265,494,72,80,13,22,,,529,3035,,
2020-03-21T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,12,7,19,47,66,14,14,0,0,,,66,522,,
2020-03-21T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,73,16,89,136,225,24,28,5,5,,,235,3050,,
2020-03-21T17:00:00,ITA,15,Campania,40.83956555,14.25084984,233,87,320,473,793,91,95,29,22,,,844,4448,,
2020-03-21T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,2267,265,2532,3129,5661,572,737,329,715,,,6705,24620,,
2020-03-21T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,152,37,189,477,666,111,134,82,42,,,790,5955,,
2020-03-21T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,591,70,661,425,1086,174,182,54,50,,,1190,13889,,
2020-03-21T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,598,129,727,432,1159,158,215,125,152,,,1436,4304,,
2020-03-21T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,8258,1093,9351,8019,17370,1950,3251,5050,3095,,,25515,66730,,
2020-03-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,742,141,883,1114,1997,153,172,2,154,,,2153,5740,,
2020-03-21T17:00:00,ITA,14,Molise,41.55774754,14.65916051,21,6,27,20,47,8,11,7,7,,,61,449,,
2020-03-21T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,127,30,157,443,600,70,73,1,20,,,621,5179,,
2020-03-21T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,233,39,272,448,720,120,140,34,28,,,782,2656,,
2020-03-21T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1976,301,2277,1229,3506,262,291,8,238,,,3752,10701,,
2020-03-21T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,209,33,242,400,642,91,94,4,29,,,675,5617,,
2020-03-21T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,65,16,81,240,321,33,37,5,4,,,330,2297,,
2020-03-21T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,206,48,254,204,458,79,82,26,6,,,490,4883,,
2020-03-21T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,664,202,866,1039,1905,192,219,35,72,,,2012,11909,,
2020-03-21T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,92,29,121,326,447,63,67,5,10,,,462,2712,,
2020-03-21T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,62,15,77,227,304,47,49,1,8,,,313,884,,
2020-03-21T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,942,249,1191,3023,4214,537,586,257,146,,,4617,53642,,
