data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-04-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,361,76,437,864,1301,50,66,116,146,,,1563,11890,,
2020-04-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,41,19,60,187,247,14,15,3,11,,,261,2622,,
2020-04-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,183,17,200,462,662,35,42,26,45,,,733,11608,,
2020-04-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,532,115,647,1705,2352,212,221,144,181,,,2677,19237,,
2020-04-03T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,3915,364,4279,7899,12178,319,599,1852,1902,,,15932,63682,,
2020-04-03T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,201,61,262,1062,1324,30,80,419,136,,,1879,19985,,
2020-04-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1194,188,1382,1627,3009,130,167,392,199,,,3600,43776,,
2020-04-03T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,1147,173,1320,1426,2746,86,183,700,519,,,3965,12934,,
2020-04-03T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11802,1381,13183,13006,26189,313,1455,13020,8311,,,47520,135051,,
2020-04-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,982,158,1140,2491,3631,76,132,42,557,,,4230,13678,,
2020-04-03T17:00:00,ITA,14,Molise,41.55774754,14.65916051,31,8,39,105,144,11,11,21,11,,,176,1378,,
2020-04-03T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,291,60,351,858,1209,49,80,211,139,,,1559,13976,,
2020-04-03T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,343,80,423,1236,1659,72,106,246,204,,,2109,8993,,
2020-04-03T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,3300,452,3752,5378,9130,331,543,723,1043,,,10896,34281,,
2020-04-03T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,648,123,771,1178,1949,85,105,69,164,,,2182,17924,,
2020-04-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,122,24,146,598,744,26,31,40,41,,,825,6478,,
2020-04-03T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,535,73,608,1056,1664,58,68,94,101,,,1859,18686,,
2020-04-03T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,1149,288,1437,3472,4909,120,226,300,290,,,5499,44460,,
2020-04-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,165,48,213,707,920,35,51,220,39,,,1179,10614,,
2020-04-03T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,85,25,110,450,560,4,51,89,70,,,719,2106,,
2020-04-03T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1714,335,2049,6812,8861,283,353,1031,572,,,10464,126490,,
