data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-03-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,42,14,56,27,83,5,5,4,2,,,89,958,,
2020-03-13T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,1,2,8,10,2,2,0,0,,,10,155,,
2020-03-13T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,18,3,21,16,37,5,5,1,0,,,38,504,,
2020-03-13T17:00:00,ITA,15,Campania,40.83956555,14.25084984,60,19,79,134,213,39,41,5,2,,,220,1671,,
2020-03-13T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,942,128,1070,941,2011,253,316,51,201,,,2263,8787,,
2020-03-13T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,59,8,67,169,236,88,90,11,10,,,257,3149,,
2020-03-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,122,24,146,96,242,70,77,24,11,,,277,6491,,
2020-03-13T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,128,44,172,132,304,61,71,24,17,,,345,1442,,
2020-03-13T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4435,650,5085,2647,7732,836,1095,1198,890,,,9820,32700,,
2020-03-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,337,85,422,276,698,128,133,0,27,,,725,2218,,
2020-03-13T17:00:00,ITA,14,Molise,41.55774754,14.65916051,5,3,8,9,17,1,1,0,0,,,17,243,,
2020-03-13T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,20,5,25,98,123,20,21,0,2,,,125,811,,
2020-03-13T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,58,6,64,93,157,55,56,4,2,,,163,846,,
2020-03-13T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,556,135,691,103,794,240,260,0,46,,,840,3105,,
2020-03-13T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,77,2,79,42,121,23,25,3,5,,,129,1449,,
2020-03-13T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,12,0,12,31,43,4,4,0,0,,,43,504,,
2020-03-13T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,37,7,44,82,126,15,15,2,2,,,130,1950,,
2020-03-13T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,134,77,211,244,455,103,106,10,5,,,470,4049,,
2020-03-13T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,11,10,21,52,73,11,12,2,1,,,76,576,,
2020-03-13T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,6,0,6,21,27,1,1,0,1,,,28,189,,
2020-03-13T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,366,107,473,980,1453,156,211,100,42,,,1595,25691,,
