"data","stato","codice_regione","denominazione_regione","lat","long","ricoverati_con_sintomi","terapia_intensiva","totale_ospedalizzati","isolamento_domiciliare","totale_attualmente_positivi","nuovi_attualmente_positivi","dimessi_guariti","deceduti","totale_casi","tamponi"
"2020-02-25 18:00:00","ITA","04","Bolzano","46.49933453","11.35662422","1","0","1","0","1","1","0","0","1","1"
"2020-02-26 18:00:00","ITA","04","Bolzano","46.49933453","11.35662422","1","0","1","0","1","0","0","0","1","1"
"2020-02-27 18:00:00","ITA","04","Bolzano","46.49933453","11.35662422","1","0","1","0","1","0","0","0","1","2"
"2020-02-28 18:00:00","ITA","04","Bolzano","46.49933453","11.35662422","1","0","1","0","1","0","0","0","1","2"
"2020-02-29 17:00:00","ITA","04","Bolzano","46.49933453","11.35662422","1","0","1","0","1","0","0","0","1","16"
"2020-03-01 17:00:00","ITA","04","Bolzano","46.49933453","11.35662422","1","0","1","0","1","0","0","0","1","20"
"2020-03-02 18:00:00","ITA","04","Bolzano","46.49933453","11.35662422","1","0","1","0","1","0","0","0","1","20"
"2020-03-03 18:00:00","ITA","04","Bolzano","46.49933453","11.35662422","1","0","1","0","1","0","0","0","1","20"
"2020-03-04 17:00:00","ITA","04","Bolzano","46.49933453","11.35662422","1","0","1","0","1","0","0","0","1","20"
"2020-03-05 17:00:00","ITA","04","Bolzano","46.49933453","11.35662422","1","0","1","0","1","0","0","0","1","20"
"2020-03-06 17:00:00","ITA","04","Bolzano","46.49933453","11.35662422","4","0","4","0","4","3","0","0","4","36"
"2020-03-07 18:00:00","ITA","04","Bolzano","46.49933453","11.35662422","8","0","8","1","9","5","0","0","9","36"
"2020-03-08 18:00:00","ITA","04","Bolzano","46.49933453","11.35662422","8","0","8","1","9","0","0","0","9","36"
"2020-03-09 18:00:00","ITA","04","Bolzano","46.49933453","11.35662422","8","0","8","1","9","0","0","0","9","36"
